# c0 + a0 * (Tx_density * ne_s_av) + a1 * (lattice_constant_sum + lattice_param_c)
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.677684254863765; Max AE: 2.7212065308571
# Coefficients
# Task   a0                      a1                      c0
# all ,  5.828065274376257e-01,  4.278350789520186e-01, -2.531996427892526e-02, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         230|195|mult; (Tx_density * ne_s_av); $\left(Tx_{density} ne_{s, av}\right)$; (Tx_density .* ne_s_av); Tx_density,ne_s_av
# 1;  1; Unitless;                                         368|194|add; (lattice_constant_sum + lattice_param_c); $\left(lattice_{constant, sum} + lattice_{param, c}\right)$; (lattice_constant_sum + lattice_param_c); lattice_constant_sum,lattice_param_c
# Number of Samples Per Task
# Task, n_samples               
# all , 214                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
sample_0    , -1.604369091098126e-02, -1.279006233843871e-01,  3.287565034104356e-01, -6.876062990235218e-01
sample_1    , -3.202941263068643e-01,  2.223760731997955e-02, -1.797901485202650e-01,  3.560728215616473e-01
sample_2    ,  1.566373447609220e+00,  9.090920892679409e-01, -1.775055993227008e-01,  2.425849413823451e+00
sample_3    , -1.229988929140020e+00, -9.126373405878805e-01, -1.824279960323967e-01, -1.825463099816313e+00
sample_4    , -5.015740038132262e-02,  1.982509020304460e-03, -1.802062931696354e-01,  3.092964643478244e-01
sample_5    ,  1.550035541557961e-02, -1.182187676905434e-01,  3.287565034104356e-01, -6.649764208995509e-01
sample_6    , -2.849253345366325e-01,  1.845475651927724e-01, -1.797901485202650e-01,  7.354478795170885e-01
sample_7    , -8.596644739960076e-03, -9.543100784840271e-02,  3.287565034104356e-01, -6.117134675719291e-01
sample_8    , -4.879038376897022e-01, -6.482464028103686e-01,  2.437684139122857e-01, -1.788063436070968e+00
sample_9    , -3.337341530470113e-01,  1.768858636662969e-01,  7.239728808561771e-02,  3.740044324371241e-01
sample_10   , -4.485894358631982e-02, -2.763105409987298e-02, -1.797901485202650e-01,  2.395123432997766e-01
sample_11   , -1.889081706965685e-01, -7.689744530847401e-01,  7.223010333565230e-02, -1.836573724697896e+00
sample_12   , -8.803093077721602e-02,  9.459769900084658e-02,  7.131229317767891e-02,  1.831462570138213e-01
sample_13   ,  7.030961086560218e-01, -3.425029552206880e-01, -1.804831567526859e-01, -4.955092266231035e-01
sample_14   ,  1.654107030850625e+00,  9.090920892679409e-01, -1.775055993227008e-01,  2.425849413823451e+00
sample_15   , -2.721548534224627e-01,  1.768858636662969e-01,  7.239728808561771e-02,  3.740044324371241e-01
