,Tx_tDOS_at_EF,M_sp_var,surf_p_kurt,M_tDOS_at_EF,Tx_tot_fill,CN_tot_fill,Tx_tot_kurt,surf_p_center,site_tot_var,surf_sp_skew,surf_charge_avg,Tx_p_var,surf_s_kurt,CN_sp_kurt,M_sp_center,M_sp_kurt,M_d_kurt,surf_p_var,CN_charge_sum,surf_tot_center,CN_s_kurt,Tx_sp_center,site_tot_fill,M_p_kurt,surf_sp_center,surf_tDOS_at_EF,site_sp_var,site_tot_skew,surf_d_fill,Tx_sp_skew,M_tot_fill,M_s_fill,site_charge_avg,Tx_tot_center,Tx_charge_sum,Tx_charge_std,site_sp_skew,surf_s_var,M_p_skew,CN_sp_fill,site_s_kurt,CN_tot_kurt,site_p_kurt,site_p_fill,surf_p_skew,M_tot_kurt,surf_d_center,Tx_s_skew,Tx_s_fill,surf_tot_skew,site_sp_center,Tx_s_kurt,site_tDOS_at_EF,surf_charge_max,CN_p_fill,M_sp_fill,site_d_kurt,CN_tot_skew,M_sp_skew,site_sp_fill,M_p_fill,Tx_charge_min,surf_sp_fill,surf_charge_min,M_charge_min,surf_d_skew,surf_s_skew,M_s_kurt,M_d_skew,CN_sp_var,M_charge_sum,M_s_skew,Tx_p_center,site_d_fill,CN_charge_min,CN_s_skew,Tx_charge_max,site_p_center,site_charge_std,surf_tot_fill,CN_s_fill,M_d_center,Tx_tot_skew,site_charge_max,site_s_skew,surf_charge_sum,M_p_center,site_sp_kurt,M_d_var,surf_s_center,CN_s_var,site_s_fill,surf_charge_std,M_s_var,Tx_s_var,M_d_fill,surf_tot_var,Tx_p_kurt,site_d_center,CN_sp_skew,site_s_center,Tx_tot_var,Tx_p_fill,site_tot_center,site_p_var,M_s_center,CN_p_var,site_charge_sum,Tx_sp_kurt,Tx_p_skew,surf_d_kurt,M_tot_center,site_p_skew,surf_sp_kurt,site_d_skew,surf_sp_var,CN_p_center,CN_p_kurt,M_tot_skew,CN_tot_center,Tx_sp_fill,CN_charge_avg,site_s_var,CN_p_skew,surf_d_var,Tx_sp_var,CN_charge_max,CN_s_center,site_d_var,M_charge_max,Tx_s_center,site_tot_kurt,CN_sp_center,site_charge_min,M_p_var,Tx_charge_avg,M_charge_std,CN_charge_std,surf_s_fill,M_charge_avg,surf_p_fill,M_tot_var,CN_tot_var,CN_tDOS_at_EF,surf_tot_kurt
0,0.6453334731245651,110.8889820112512,6609.553820093467,6.853930813808364,32.37606906099189,21.173417366194737,8285.539370228807,0.34307102502986103,49.32725790516898,-43.81705061666667,8.418432742771085,16.83381105535446,26294.037814732455,8514.411921383678,5.786451330757267,18866.298418628456,1788.017953996116,51.22535238044116,27.3155626626506,3.9195007379892033,27033.16057557613,-2.764207369846017,35.202101317282455,19173.61223324263,-0.07439053114688944,8.379457228915662,87.35422952368356,1.9725954035567426,29.304250055051934,-399.2088556472976,98.81127912713688,17.540725118084648,9.05045786613119,-2.764207369846017,36.70625509638555,0.04254085889861972,209.6226058877437,129.08722989881548,298.2334025225019,21.173417366194737,25000.34728786761,8514.411921383677,10353.057187525557,20.214052820262474,225.677392201192,6632.205567549712,0.35463846310778135,-1568.5854381227236,9.629007169577894,561.3591487878526,1.561932666657428,29125.64315329876,2.0143487151126727,11.369172481927711,15.69207154712179,69.50702907208496,1755.3688141878029,-352.0911412499825,777.4385410413403,27.20332514248945,51.9663039540003,4.790666967871487,121.65098092121652,5.287646477911646,11.249611469879516,-47.167585862744986,-683.0576382231877,17394.52817165677,-47.167585862744986,58.571643459701995,90.42549160240964,786.3579765412923,-1.6646108663429664,7.608277812123865,6.059321606425703,-1548.2377336832676,4.913688116465863,0.9256240128877348,2.4925878502266756,155.79026599489902,5.481345819072947,0.35463846310778135,-399.2088556472976,11.234419746987951,-305.3816645965274,154.44730936144575,2.5326475202825893,15303.67497597569,19.45263426496122,-1.2429106626531603,136.4117493183038,7.37977068489612,2.6347206537654717,106.92503344423358,119.43680228440716,29.304250055051934,80.72370022758189,935.868005093823,0.3690845105535918,-352.0911412499825,0.6774761121162418,47.72374464811487,22.747061891414,0.42662226674599674,67.20303590248172,6.01889222804659,32.661506584661886,34.367866305220886,8285.539370228807,-32.49707174474552,1788.017953996116,1.9786432836207304,301.55575518319125,13013.191122128543,-45.39912622237212,76.8448286439799,-0.9067375776411674,2358.385992439345,194.35894367232112,-2.2455191655507822,32.37606906099189,6.284803454317268,124.46645207634312,45.77696523857901,19.45263426496122,47.72374464811487,6.527147574297189,-5.595509661752049,19.10334652151405,11.369172481927711,-5.595509661752049,7759.3767988445425,-2.245519165550782,6.783227421686747,106.60922101501028,4.850221797188755,0.04017336624309776,0.1645770619882618,32.6510781067355,11.303186450301205,90.40543739253609,45.41999636663838,58.571643459701995,0.5685578981875326,13339.408658198812
