,surf_M_M_length_min,surf_bond_length_avg,surf_Tx_Tx_length_max,site_bond_length_sum,surf_CN_CN_length_sum,surf_Tx_CN_length_std,surf_Tx_CN_length_avg,surf_M_CN_length_sum,surf_CN_CN_length_max,surf_M_Tx_length_max,surf_Tx_Tx_length_avg,surf_Tx_Tx_length_sum,surf_bond_length_std,site_bond_length_std,lattice_param_c,surf_CN_CN_length_std,surf_M_CN_length_min,surf_Tx_Tx_length_min,lattice_param_beta,lattice_param_a,surf_M_Tx_length_std,site_bond_length_avg,surf_M_M_length_sum,surf_Tx_CN_length_max,surf_CN_CN_length_min,surf_Tx_CN_length_min,surf_CN_CN_length_avg,surf_M_Tx_length_sum,surf_M_CN_length_avg,surf_M_Tx_length_avg,surf_M_CN_length_std,lattice_param_alpha,surf_M_M_length_max,surf_bond_length_min,lattice_param_gamma,surf_M_M_length_std,surf_M_Tx_length_min,surf_bond_length_sum,surf_M_M_length_avg,surf_bond_length_max,surf_M_CN_length_max,surf_Tx_CN_length_sum,site_bond_length_min,lattice_param_b,surf_Tx_Tx_length_std,site_bond_length_max
0,2.9003801458042604,2.4934270251306394,0.0,10.007573555224718,0.0,0.0,0.0,0.0,0.0,3.208913023162222,0.0,0.0,0.44495459750268596,0.26326277312062213,19.89103554962145,0.0,0.0,0.0,90.4657647974472,6.150807682258249,0.1486857199740216,2.2284047159721676,72.88865095004438,0.0,0.0,0.0,0.0,72.88865095004438,0.0,3.054150325295683,0.0,89.2384976342137,3.208913023162222,2.0779286633767593,118.94702488721192,0.1486857199740216,2.9003801458042604,166.87985772238613,3.054150325295683,3.208913023162222,0.0,0.0,1.9887972076754346,6.166586443041932,0.0,2.5813613412204592
