,surf_M_M_length_min,surf_bond_length_avg,surf_Tx_Tx_length_max,site_bond_length_sum,surf_CN_CN_length_sum,surf_Tx_CN_length_std,surf_Tx_CN_length_avg,surf_M_CN_length_sum,surf_CN_CN_length_max,surf_M_Tx_length_max,surf_Tx_Tx_length_avg,surf_Tx_Tx_length_sum,surf_bond_length_std,site_bond_length_std,lattice_param_c,surf_CN_CN_length_std,surf_M_CN_length_min,surf_Tx_Tx_length_min,lattice_param_beta,lattice_param_a,surf_M_Tx_length_std,site_bond_length_avg,surf_M_M_length_sum,surf_Tx_CN_length_max,surf_CN_CN_length_min,surf_Tx_CN_length_min,surf_CN_CN_length_avg,surf_M_Tx_length_sum,surf_M_CN_length_avg,surf_M_Tx_length_avg,surf_M_CN_length_std,lattice_param_alpha,surf_M_M_length_max,surf_bond_length_min,lattice_param_gamma,surf_M_M_length_std,surf_M_Tx_length_min,surf_bond_length_sum,surf_M_M_length_avg,surf_bond_length_max,surf_M_CN_length_max,surf_Tx_CN_length_sum,site_bond_length_min,lattice_param_b,surf_Tx_Tx_length_std,site_bond_length_max
0,0.14932338265772765,0.11422740713074282,1.0,6.565750909653916,1.0,1.0,1.0,1.0,1.0,0.15642593545732722,1.0,1.0,0.04485381735963479,0.25493963975339756,1.8525986322286834,1.0,1.0,1.0,0.07533390910909192,0.3560321122431795,0.09303820901745104,0.7814920345278804,3.7098847562139383,1.0,1.0,1.0,1.0,3.7098847562139383,1.0,0.11559290644196246,1.0,0.10139824905694338,0.15642593545732722,0.11794793540975763,8.186038123409924,0.09303820901745104,0.14932338265772765,23.41667309774912,0.11559290644196246,0.15642593545732722,1.0,1.0,0.8001311026818813,0.37590313252070734,1.0,0.9228956137851688
