,M_density,metallic_radius_av,period_av,atomic_radius_av,eig_10,vdw_radius_sum,M_group_id,en_allred_rochow_std,CN_period,ne_f_sum,M_boiling_pt,eig_8,ne_d_std,Tx_cov_radius_cordero,ne_f_std,ne_d_sum,melting_point_std,group_id_std,M_spec_heat,metallic_radius_std,en_martynov_batsanov_sum,lattice_constant_av,eig_6,heat_of_formation_std,dipole_polarizability_sum,eig_3,ne_s_av,ne_outer_std,M_atom_radius,en_gordy_sum,Tx_glawe_num,CN_cov_radius_cordero,lattice_constant_std,ground_state_magmom_av,en_martynov_batsanov_std,CN_therm_cond,eig_1,boiling_point_av,ne_d_av,electron_affinity_std,M_glawe_num,CN_vdw_radius,atomic_number_std,M_atom_weight,en_pauling_sum,electron_affinity_av,atomic_number_av,atomic_radius,en_nagle_sum,electron_affinity_sum,M_evap_heat,en_gordy,Tx_vdw_radius,ne_outer_av,CN_melting_pt,vdw_radius_av,boiling_point_std,CN_density,eig_12,boiling_point_sum,en_ghosh_std,density_av,en_cottrell_sutton_sum,ionenergy_std,eig_9,Tx_spec_heat,atomic_number_sum,eig_7,atomic_volume_std,c6_gb_av,en_allred_rochow_sum,en_ghosh_av,group_id_av,gas_basicity_sum,covalent_radius_cordero_sum,Tx_en_mulliken,CN_atom_vol,Tx_period,atomic_weight_sum,en_allred_rochow_av,melting_point_av,en_nagle_av,M_elec_aff,ne_outer_sum,M_atom_vol,en_pauling_std,CN_group_id,en_cottrell_sutton_av,fblock_std,dblock_av,en_mulliken_std,Tx_fusion_heat,covalent_radius_cordero_std,eig_2,CN_atom_weight,M_pett_num,en_mulliken_sum,Tx_atom_weight,ionenergy_sum,CN_spec_heat,Tx_pett_num,heat_of_formation_av,Tx_atom_vol,CN_dipole_polar,vdw_radius_std,Tx_elec_aff,eig_18,ground_state_magmom_sum,period_std,CN_elec_aff,metallic_radius_sum,en_cottrell_sutton_std,M_en_mulliken,melting_point_sum,Tx_atom_mass,atomic_volume_av,atomic_radius_sum,Tx_therm_cond,c6_gb_sum,M_metallic_rad_c12,dblock_sum,ionenergy_av,sum_mass,M_heat_form,CN_atom_mass,Tx_evap_heat,ne_s_std,ne_s_sum,eig_19,density_sum,eig_14,eig_15,covalent_radius_cordero_av,eig_0,M_vdw_radius,M_atom_num,Tx_heat_form,Tx_group_id,Tx_dipole_polar,CN_heat_form,CN_en_mulliken,fblock_av,atomic_volume_sum,group_id_sum,eig_13,M_period,density_std,c6_sum,Tx_atom_num,CN_pett_num,CN_boiling_pt,en_mulliken_av,Tx_boiling_pt,M_fusion_heat,atomic_weight_std,atomic_weight_av,M_therm_cond,dipole_polarizability_std,heat_of_formation_sum,c6_gb_std,dipole_polarizability_av,CN_atom_radius,M_melting_pt,eig_11,en_ghosh_sum,en_allen_sum,eig_5,M_cov_radius_cordero,en_martynov_batsanov_av,eig_17,period_sum,en_nagle_std,ground_state_magmom_std,M_atom_mass,fblock_sum,dblock_std,CN_atom_num,ne_f_av,Tx_melting_pt,eig_4,CN_glawe_num,eig_16,M_dipole_polar,en_pauling_av,Tx_density,M_metallic_radius,lattice_constant_sum,Tx_atom_radius
0,10.172024096385542,112.25435073627844,3.363855421686747,121.54243641231592,126.17609637786737,3382.3293172690765,5.040160642570281,0.00028350223346282165,2.0,31.485943775100402,4729.425702811245,192.46032188212467,1.6223724382792217,58.40963855421687,1.9114757500642874,26.666666666666668,1286.7033610930114,5.021486136249727,0.30536947791164654,33.700336507219575,99.84996381471345,4.227804551539491,5012.787595638771,179.47690739986237,895.4189080094503,5402.404158072437,1.7370816599732262,2.743614816913948,142.16867469879517,0.6781983712714973,80.8273092369478,72.02008032128514,1.1803253477854545,2.733065595716198,1.88500284862881,0.8237028112449799,6187.183871967233,2787.0155319946457,1.486479250334672,0.9341139740424261,53.34538152610442,162.65060240963857,17.819991686509994,104.41193975903614,44.16819277108434,0.7336847184310575,24.388755020080318,24.90944832749535,11.352440432759101,14.08201027759036,609.0337349397591,0.015317550218032954,125.46184738955823,6.673627844712182,1979.3629718875504,182.85515394912983,2057.104727870919,1.1226493574297187,107.47378422704409,49853.04102811245,0.0538900709301029,5.319741258366801,3.446298295887235,3.109682626196491,157.21356016231098,0.12640963855421686,441.0281124497992,4988.355645738329,3.431077195436951,485.0036465863454,0.008663729411391373,0.21683705204819273,9.791700133868808,5210.917269076306,2048.755020080321,5.5947859361761285,11.179518072289156,1.751004016064257,1010.0598807570764,0.0004534487231052438,1694.44877643909,0.6012069842408576,0.5477074859437752,121.95983935742971,10.320602409638553,0.638788474880083,14.48995983935743,0.18364170047961026,0.0,0.44605087014725575,1.5548413130982455,0.8815823293172691,44.89789607877725,5582.176428020556,12.988959839357431,53.04417670682731,98.7852529994492,15.35106541591968,197.57050599889843,0.36263855421686747,82.48192771084338,508.65965729584997,13.078313253012048,9.389156626506024,29.98611499086178,1.2336499975502009,18.337595814497774,50.28112449799197,1.4316832116952707,-0.04221239759036141,1831.7429718875503,0.04050958030339471,3.537284893574297,30262.48096385542,15.35106541591968,12.299555555555555,1899.421686746988,0.08867871485943775,8756.391004016066,143.53413654618473,8.0,10.497053130734745,1010.0598807570764,655.7779919678715,12.988959839357431,4.586417670682731,0.2733843181765234,32.19277108433735,17.506495616240645,95.35581044176706,100.55139269023181,99.5667881257953,111.56171352074968,10770.169684506522,216.00401606425703,44.25301204819277,204.40781124497994,10.779116465863455,7.647865943775099,597.1091164658634,6.432171590361446,0.0,231.90939759036146,184.5140562248996,104.53586468523547,4.959839357429719,4.356317485807813,2863.1781243890764,7.6305220883534135,97.44979919678715,2639.1277108433737,5.2485265653673725,182.64057028112447,24.308835341365462,43.310531714285574,56.01787438055797,51.05140562248996,40.29710954810886,9269.922891566264,482.486320469954,49.42519975120879,67.55020080321285,2685.6506024096384,121.78305727763465,4.0712730248995985,252.62926907630523,5038.635672376084,161.67469879518072,5.297381872634898,20.070767469503163,61.68674698795181,0.21078947919164256,0.9227884627624752,104.41193975903614,0.0,0.48670430440434254,44.25301204819277,1.814190093708166,107.47803212851404,5286.690152524544,87.48995983935743,24.248403382668624,88.62650602409639,2.3475475234270413,0.35827214056224893,131.6546184738956,76.93175903614458,53.87550200803213
