,surf_tot_skew,surf_p_center,surf_charge_min,surf_p_skew,Tx_charge_std,site_p_skew,surf_tot_var,site_d_fill,M_s_skew,M_p_var,site_tot_var,surf_charge_max,Tx_tDOS_at_EF,CN_tot_var,surf_p_var,site_p_var,surf_tot_fill,M_tot_var,Tx_p_fill,site_charge_std,site_d_kurt,site_s_skew,CN_charge_sum,site_sp_fill,surf_s_var,CN_s_fill,surf_p_kurt,site_charge_avg,Tx_charge_avg,Tx_charge_max,M_tot_kurt,surf_charge_avg,M_d_kurt,Tx_sp_kurt,CN_charge_max,M_charge_max,surf_sp_center,surf_p_fill,surf_sp_fill,surf_charge_std,surf_d_skew,CN_p_center,site_sp_kurt,M_charge_sum,Tx_s_var,Tx_p_var,Tx_s_skew,surf_tot_kurt,CN_sp_var,CN_s_var,M_s_fill,site_sp_skew,CN_charge_avg,M_charge_min,Tx_sp_skew,CN_sp_skew,M_tot_center,site_p_kurt,surf_sp_skew,Tx_sp_fill,Tx_tot_kurt,M_d_var,CN_tDOS_at_EF,M_sp_var,site_tDOS_at_EF,surf_d_kurt,surf_s_skew,M_tot_skew,surf_charge_sum,surf_tot_center,Tx_sp_var,site_s_var,site_s_kurt,Tx_sp_center,CN_p_fill,M_d_skew,surf_s_center,M_d_fill,M_d_center,site_d_var,Tx_s_center,CN_s_kurt,CN_sp_kurt,site_tot_center,Tx_charge_min,Tx_p_kurt,CN_tot_skew,M_s_center,M_p_fill,M_sp_skew,M_charge_std,Tx_tot_fill,Tx_p_skew,site_charge_min,site_d_center,M_p_skew,Tx_charge_sum,M_p_kurt,CN_sp_center,Tx_s_fill,site_tot_kurt,M_charge_avg,site_p_center,CN_p_kurt,M_s_kurt,Tx_tot_var,Tx_p_center,M_p_center,surf_d_var,site_sp_var,site_s_fill,Tx_tot_center,surf_s_kurt,surf_s_fill,site_s_center,M_tDOS_at_EF,surf_tDOS_at_EF,CN_tot_center,CN_charge_min,site_tot_fill,M_sp_fill,CN_charge_std,site_charge_sum,M_tot_fill,site_d_skew,CN_tot_fill,CN_p_skew,CN_s_skew,M_sp_center,M_s_var,surf_sp_kurt,CN_sp_fill,Tx_s_kurt,site_tot_skew,CN_p_var,CN_s_center,Tx_tot_skew,site_charge_max,site_p_fill,site_sp_center,surf_d_center,surf_d_fill,M_sp_kurt,CN_tot_kurt,surf_sp_var
0,623.964682029443,0.51588104495145,5.590052162162162,250.934137051101,0.042846973000799156,333.2777219224051,83.95850153280756,7.425224183070258,929.9439573348516,109.2613542092998,50.773847778059256,11.246948277027029,0.6583465514299061,56.220826508106,51.45151605839892,66.13450843647044,155.07394149525783,47.776610214869855,22.880390849092084,2.0152777176324266,1870.8431549171503,-206.85825573221248,28.291205756756757,27.83969175676512,132.30926309909376,5.761502520399509,6852.883397850217,9.249539120495495,4.9185174391891895,4.982219716216216,7132.161644824026,8.530040616554055,1898.8335841075766,8216.237663059272,6.449731114864865,11.246948277027029,0.09049275764724164,91.015315411062,122.60961556031863,2.4426083954051285,-40.95724052696445,-0.5981499004636212,15541.839276450108,89.43577162162163,117.99448778462647,18.584326179194115,-1549.8752887740484,14238.75713550286,56.220826508106,129.2187701744529,17.536700658042047,224.96656570544602,6.203612948479729,11.125629277027025,-399.00649515744846,-285.276678637052,2.177989826439719,10319.29270625759,-2.432584245131994,31.851231529378463,8216.237663059272,20.770157899082353,0.7237161761049702,116.17044457015736,2.079869134716874,1898.8335841075766,-589.6841272963437,226.2073959074897,153.72666219594592,4.12004622383892,46.480790651855,129.3995718286949,26022.91993095713,-2.677603123497791,16.314629497276986,-40.95724052696445,-0.9084138469984321,28.404471633984326,0.5395319666055816,20.47746745253335,-5.437735590809216,24084.79047263517,7846.367333429746,0.6289670300112055,4.859102013513514,1132.9474307058838,-285.276678637052,6.463471513032621,51.82029506469295,868.0902755340306,0.04115340817076638,31.851231529378463,-20.61758796888283,7.25995847972973,0.5522655418832112,332.15627494537205,35.99968481756757,20168.636075222625,-1.899722503797955,8.970840680286381,8081.07806524355,11.179471452702703,1.1307184420617156,2445.972539106886,19769.585843310237,46.480790651855,-1.540373022858181,2.688671003911393,20.770157899082353,87.27059724925608,7.345845257990077,-2.6776031234977915,26779.462268420306,32.26904385872794,1.1029216166250366,6.720757196943822,8.407942878378377,-1.899722503797955,5.981838783783783,35.440456414715804,69.35699572273501,0.16412042140205732,34.565990952702705,97.76146735671932,-39.37202152238846,22.076132017676493,71.64273630391558,-1357.7130831284555,6.013014025571471,116.01224647775328,13176.623597185666,22.076132017676496,28776.474684536406,29.0949667050008,31.90448591234002,-5.437735590809216,-399.00649515744846,11.120945682432433,20.669386973655467,1.5605314328665496,0.5395319666055816,28.404471633984326,20469.865996227676,7846.367333429746,77.08769225389605
