# c0 + a0 * (surf_bond_length_avg / surf_bond_length_min) + a1 * (surf_bond_length_std / surf_bond_length_sum) + a2 * (surf_bond_length_sum - site_bond_length_min)
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.70330508411787; Max AE: 1.94786023266478
# Coefficients
# Task   a0                      a1                      a2                      c0
# all , -1.365202530235317e-01, -5.690010774307618e-02,  3.502962551102893e-01,  5.049584186683549e-02, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         28|15|div; (surf_bond_length_avg / surf_bond_length_min); $\left(\frac{ surf_{bond, length, avg} }{ surf_{bond, length, min} } \right)$; (surf_bond_length_avg ./ surf_bond_length_min); surf_bond_length_avg,surf_bond_length_min
# 1;  1; Unitless;                                         32|3|div; (surf_bond_length_std / surf_bond_length_sum); $\left(\frac{ surf_{bond, length, std} }{ surf_{bond, length, sum} } \right)$; (surf_bond_length_std ./ surf_bond_length_sum); surf_bond_length_std,surf_bond_length_sum
# 2;  1; Unitless;                                         3|0|sub; (surf_bond_length_sum - site_bond_length_min); $\left(surf_{bond, length, sum} - site_{bond, length, min}\right)$; (surf_bond_length_sum - site_bond_length_min); surf_bond_length_sum,site_bond_length_min
# Number of Samples Per Task
# Task, n_samples               
# all , 148                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
sample_0    ,  9.192736085095378e-01,  3.023345613662683e-01,  9.365236748929628e-01, -4.688235255708087e-01,  1.007767152205878e+00
sample_1    ,  1.708216960322488e+00,  4.321219141135472e-01, -1.133660231410069e+00,  2.060886127858216e-01,  6.810947916326151e-01
sample_2    , -9.349418857745148e-01, -1.147248072476188e+00,  9.682333735262845e-01,  2.583776700480911e-01, -2.999914262881251e+00
sample_3    , -3.869542469361090e-01, -5.190481131712331e-03,  1.103456986078054e+00,  2.163379711441152e+00,  6.224857943255626e-01
sample_4    ,  1.606210188190853e+00,  5.674142845220852e-01, -2.158404678237641e+00,  2.154191523362909e-01,  6.694615183913262e-01
sample_5    ,  7.761604091037473e-01,  1.407808962219507e-01,  1.319655443784474e+00,  8.146550977657621e-01,  9.043736770209775e-01
sample_6    , -1.450618880560494e+00, -1.272071478605749e+00,  1.141070556731597e+00,  2.199177900632578e-01, -3.295138662094026e+00
sample_7    , -2.637851329777143e-01, -3.699482740543873e-02,  1.735977026736617e+00,  1.145402694835028e+00,  6.128495160148918e-01
sample_8    ,  6.969541735933062e-01,  2.875040255163183e-01,  4.794009906135813e+00, -1.494895542162478e+01,  1.167310649173063e-01
sample_9    ,  1.036677297615589e+00,  2.197066968396447e-01,  4.732100412069746e-01, -1.870695207705806e+00,  3.636089418616321e-01
sample_10   , -1.573677966059544e+00,  1.183400288270470e-01,  7.337252427435916e-01,  1.845404474196962e+00,  7.793867395891023e-01
sample_11   ,  1.823593927001561e+00,  7.609737770941366e-01, -3.566420442148734e+00, -4.357707768554108e-01,  5.675022413811243e-01
sample_12   , -9.912945487112125e-01, -3.200599057693723e-02,  1.735977026736617e+00,  1.145402694835028e+00,  6.270912806804341e-01
sample_13   ,  3.565618826838723e-02,  7.387172398244100e-02,  1.162398712972611e+00,  1.411264777379858e+00,  7.489887847335701e-01
sample_14   ,  5.036372198737018e-01,  4.083661047263023e-01, -4.326101720708497e-01,  2.566265945187120e+00,  1.269870902120498e+00
sample_15   , -1.512652823608613e+00, -2.783769453081699e-01,  4.675993518716127e+00,  1.696437396667559e+00,  1.159083192763359e+00
sample_16   , -2.925359350272910e-01,  5.645218409587259e-01,  6.967108904618137e-01,  3.354902554387038e-01,  1.793426474472032e+00
sample_17   ,  7.189093062585388e-01,  2.986113314588138e-01,  1.209017080324035e+00, -1.098027376323927e+00,  1.001132401999257e+00
sample_18   , -4.901877019996744e-01,  3.221542025352413e-01,  1.394610926735121e+00,  4.685898568644100e-01,  1.395144262803194e+00
sample_19   , -1.023352728343078e+00, -3.018838373621061e-01,  4.642116294017177e+00, -1.943762893232277e+00,  4.874813568568370e-01
sample_20   ,  1.449021867354678e-01, -2.058208833366298e-01,  2.245338309337296e-01, -9.115094002006539e-02, -6.590130631781719e-01
sample_21   ,  7.421323787523932e-01,  1.644700684048647e+00,  2.339929139849522e+00, -3.136831680453911e+01,  3.676658046870377e-01
sample_22   , -1.618353900201253e+00, -1.135719369308229e+00,  1.183534126156170e+00,  7.669358088066365e-02, -2.912605958272944e+00
sample_23   ,  1.999136078741948e-01,  4.212768888885888e-01, -1.008003890573502e+00,  1.522859416259578e+00,  9.129956744584351e-01
sample_24   , -2.059195258647188e-01, -5.322488034760526e-02,  3.025621391713802e+00,  1.493344563620837e+00,  1.125645326065943e+00
sample_25   , -1.415017737938304e-01,  5.562842345592668e-02,  4.466719470923950e-01,  4.751130955318608e+00,  9.604790435964587e-01
sample_26   , -3.191246461193190e-01, -5.848213161504692e-02,  6.321968237877716e-01,  5.081504673507634e-01,  1.782352255602748e-02
sample_27   , -1.512745364701731e+00, -2.783769453081699e-01,  4.675993518716127e+00,  1.696437396667559e+00,  1.159083192763359e+00
