,gas_basicity_sum,boiling_point_av,heat_of_formation_std,Tx_spec_heat,metallic_radius_sum,M_period,CN_glawe_num,group_id_av,CN_atom_radius,en_ghosh_av,en_cottrell_sutton_av,Tx_atom_weight,dblock_sum,eig_14,density_sum,M_atom_mass,eig_18,lattice_constant_sum,CN_vdw_radius,en_martynov_batsanov_std,ground_state_magmom_std,metallic_radius_std,eig_15,atomic_volume_av,vdw_radius_av,ground_state_magmom_sum,eig_16,atomic_weight_std,dblock_std,eig_1,en_allred_rochow_av,CN_cov_radius_cordero,en_nagle_av,ionenergy_sum,CN_atom_vol,covalent_radius_cordero_sum,Tx_density,melting_point_av,en_nagle_std,en_pauling_av,en_mulliken_av,atomic_radius,M_atom_vol,en_gordy_sum,ne_f_std,M_melting_pt,M_metallic_rad_c12,ne_outer_sum,en_allred_rochow_std,atomic_number_std,CN_density,period_sum,en_pauling_std,M_atom_radius,Tx_evap_heat,boiling_point_std,Tx_therm_cond,CN_boiling_pt,M_dipole_polar,heat_of_formation_sum,en_ghosh_sum,eig_2,M_density,period_std,metallic_radius_av,Tx_dipole_polar,ne_d_std,ne_d_sum,Tx_elec_aff,ne_d_av,en_cottrell_sutton_std,Tx_group_id,atomic_volume_sum,en_martynov_batsanov_av,CN_group_id,atomic_radius_sum,atomic_weight_av,en_nagle_sum,heat_of_formation_av,eig_5,M_heat_form,period_av,CN_therm_cond,Tx_atom_num,electron_affinity_std,Tx_glawe_num,eig_0,CN_atom_num,group_id_sum,en_pauling_sum,dipole_polarizability_sum,atomic_weight_sum,CN_elec_aff,eig_19,CN_en_mulliken,c6_sum,sum_mass,M_group_id,atomic_volume_std,eig_17,eig_9,M_evap_heat,c6_gb_sum,M_boiling_pt,Tx_fusion_heat,M_fusion_heat,ne_s_sum,M_cov_radius_cordero,en_mulliken_sum,ionenergy_av,density_std,M_en_mulliken,eig_11,ne_outer_av,fblock_av,Tx_melting_pt,CN_period,en_allen_sum,M_elec_aff,eig_6,M_glawe_num,Tx_en_mulliken,en_ghosh_std,covalent_radius_cordero_av,en_allred_rochow_sum,Tx_period,fblock_std,ne_s_av,fblock_sum,ground_state_magmom_av,lattice_constant_std,Tx_pett_num,CN_atom_weight,atomic_radius_av,M_vdw_radius,atomic_number_av,M_metallic_radius,electron_affinity_sum,vdw_radius_sum,melting_point_sum,Tx_boiling_pt,group_id_std,Tx_vdw_radius,lattice_constant_av,M_atom_num,eig_4,dblock_av,Tx_cov_radius_cordero,vdw_radius_std,M_therm_cond,M_spec_heat,melting_point_std,M_pett_num,en_gordy,CN_atom_mass,eig_10,density_av,Tx_atom_mass,ne_outer_std,eig_13,eig_3,Tx_atom_vol,covalent_radius_cordero_std,dipole_polarizability_av,M_atom_weight,en_martynov_batsanov_sum,dipole_polarizability_std,CN_pett_num,c6_gb_std,electron_affinity_av,CN_heat_form,eig_8,en_cottrell_sutton_sum,Tx_atom_radius,CN_melting_pt,ne_f_sum,ne_s_std,eig_12,c6_gb_av,CN_spec_heat,ionenergy_std,boiling_point_sum,ne_f_av,en_mulliken_std,Tx_heat_form,eig_7,CN_dipole_polar,atomic_number_sum
0,4736.274345549738,2860.9732090750435,164.90930917643206,0.08048167539267014,1818.9109947643979,4.9109947643979055,87.44502617801047,9.437696335078533,67.77486910994764,0.2117922885863874,0.18027958291548601,13.098741675900524,8.0,81.62274749677219,90.22582617801046,99.9560817277487,15.880579316262267,71.26665968586387,163.32460732984293,1.8234212636706453,0.9329293914535137,34.550990617719314,80.73687098332391,12.208788830715534,182.85759162303665,49.61256544502618,20.557479876344768,41.56961957199688,0.48583133093278563,5592.245279052131,0.00043858775695046915,72.10994764397905,0.5880291294743762,193.09842459434688,10.640314136125651,2002.1989528795812,0.22837418324607334,1736.7506701570683,0.2029015175544385,2.313731239092496,5.220299826726038,25.669658425472907,10.441675392670158,0.6408726753568293,1.563718536367885,2629.3979057591623,144.06806282722513,111.7696335078534,0.00027452500839486024,17.23338029539694,1.2214519633507854,59.853403141361255,0.6192433532499139,142.82722513089004,3.9036020942408376,2007.2266989305149,0.0759240837696335,2864.8115183246073,90.26178010471205,9234.906345549738,3.908284297382199,5039.917155646831,9.6605445026178,1.4309188394729535,110.89598603839441,6.648288324607329,1.6076618348489022,26.471204188481675,0.9270999839267016,1.5162303664921468,0.03893275579723369,9.581151832460733,225.92712041884818,5.165815324344314,14.44502617801047,1895.7905759162304,54.28774872620664,10.907258638475271,518.2029787085514,4540.567134905515,645.7556020942408,3.3417102966841186,0.893979057591623,6.523560209424084,0.8901999012243512,75.90052356020942,9802.185529764318,42.62303664921466,174.42931937172776,42.73759162303665,895.794051295321,956.0356762344294,0.07740635602094245,15.187702595385865,6.358618916230366,2784.8562926946597,956.0356762344294,5.0,3.4669535660115716,17.275560220862516,132.30162218303124,597.6356020942409,8868.993507853404,4674.717277486911,0.8127172774869112,23.869109947643974,30.910994764397905,161.78534031413614,96.54921229717347,10.440599653452075,4.119035141348791,3.513669722513089,102.4532032713199,6.2460732984293195,0.0,83.80041884816752,2.0,243.54668062827216,0.5445124083769634,4518.316909691626,53.17801047120419,5.37567235651841,0.055106225608951676,111.72041884816753,0.008255055374871955,1.5706806282722514,0.0,1.704712041884817,0.0,2.7612565445026185,0.9187939453362836,78.13089005235602,12.899272251308897,120.6415357766143,216.08376963350784,23.72460732984293,132.06806282722513,12.082524562513091,3308.0,30298.249424083773,136.88206282722516,4.9758815173298885,115.75392670157068,3.9925762652705066,42.62303664921466,4772.232780748731,0.4586387434554974,52.43455497382199,30.601331642185063,45.25602094240838,0.3115916230366492,1263.664475389653,52.86910994764398,0.01455500984034335,12.899272251308897,106.38621021133055,5.155842792321116,13.098741675900524,2.469123760816472,84.86160557296739,4873.631774390136,12.479057591623036,45.62743437678495,50.88117900455663,99.9560817277487,95.55586810706009,40.84781859133611,97.22513089005236,493.9143674582565,0.6396848040418848,608.0922513089005,163.71511572886217,3.3179844782580106,48.1413612565445,2148.165706806283,25.801047120418847,0.2946500398170883,87.42447719475867,505.33463176265275,0.3945863874345549,3.143574157304435,49952.04079581152,1.5246073298429317,1.5717870786522175,204.56156544502613,4495.168421736077,9.564397905759161,418.9528795811518
