,eig_7,density_std,eig_15,density_sum,M_atom_radius,Tx_group_id,CN_atom_weight,atomic_number_av,eig_1,Tx_atom_vol,ne_s_sum,dblock_av,Tx_boiling_pt,sum_mass,eig_16,CN_atom_mass,lattice_constant_std,M_evap_heat,covalent_radius_cordero_sum,CN_atom_radius,CN_therm_cond,heat_of_formation_std,Tx_glawe_num,CN_melting_pt,vdw_radius_av,eig_19,metallic_radius_sum,ground_state_magmom_std,en_nagle_sum,eig_0,M_atom_num,Tx_en_mulliken,Tx_density,atomic_weight_sum,en_cottrell_sutton_sum,ne_s_std,ne_s_av,Tx_elec_aff,eig_12,melting_point_std,gas_basicity_sum,en_pauling_sum,dblock_std,atomic_radius_sum,en_allen_sum,atomic_volume_av,boiling_point_std,M_group_id,CN_en_mulliken,dipole_polarizability_av,M_therm_cond,eig_18,ionenergy_std,c6_sum,en_gordy_sum,ne_d_av,M_pett_num,Tx_fusion_heat,CN_heat_form,CN_vdw_radius,eig_2,fblock_std,ne_f_std,atomic_weight_av,atomic_volume_std,CN_period,M_density,dipole_polarizability_std,metallic_radius_av,CN_atom_num,M_dipole_polar,M_heat_form,CN_dipole_polar,M_atom_vol,ground_state_magmom_av,boiling_point_av,Tx_pett_num,lattice_constant_av,ne_outer_av,CN_density,M_vdw_radius,period_av,Tx_dipole_polar,Tx_therm_cond,en_allred_rochow_std,en_martynov_batsanov_sum,covalent_radius_cordero_std,period_std,ne_d_sum,M_glawe_num,melting_point_sum,eig_3,en_pauling_std,vdw_radius_sum,M_atom_mass,dipole_polarizability_sum,group_id_std,electron_affinity_av,M_boiling_pt,M_period,ne_d_std,Tx_period,ground_state_magmom_sum,M_cov_radius_cordero,en_martynov_batsanov_std,vdw_radius_std,Tx_melting_pt,electron_affinity_sum,atomic_weight_std,M_spec_heat,fblock_av,en_mulliken_sum,Tx_heat_form,c6_gb_av,en_mulliken_std,c6_gb_sum,metallic_radius_std,en_gordy,atomic_radius,Tx_cov_radius_cordero,atomic_number_std,M_en_mulliken,M_fusion_heat,eig_5,eig_13,Tx_atom_radius,eig_8,eig_6,atomic_number_sum,en_nagle_std,heat_of_formation_sum,dblock_sum,en_ghosh_av,heat_of_formation_av,atomic_radius_av,en_allred_rochow_av,ionenergy_av,Tx_atom_num,melting_point_av,en_nagle_av,M_elec_aff,CN_pett_num,density_av,Tx_atom_mass,CN_atom_vol,eig_14,eig_9,M_melting_pt,en_cottrell_sutton_av,covalent_radius_cordero_av,period_sum,c6_gb_std,ionenergy_sum,Tx_evap_heat,CN_group_id,M_metallic_radius,ne_f_sum,lattice_constant_sum,eig_17,CN_glawe_num,ne_outer_sum,eig_10,en_martynov_batsanov_av,CN_elec_aff,Tx_vdw_radius,en_mulliken_av,en_ghosh_std,M_atom_weight,CN_cov_radius_cordero,Tx_atom_weight,fblock_sum,Tx_spec_heat,M_metallic_rad_c12,en_ghosh_sum,CN_boiling_pt,group_id_sum,eig_4,en_allred_rochow_sum,electron_affinity_std,en_cottrell_sutton_std,eig_11,group_id_av,en_pauling_av,ne_f_av,atomic_volume_sum,ne_outer_std,CN_spec_heat,boiling_point_sum
0,4357.1255194479845,2.2415687683998438,126.41123935225487,37.77825905034229,6.715156494429769,7.66645360678366,0.9970917229850433,10.123592806721714,5244.239993399714,6.492364077280721,8.606384529831429,0.10351011806353626,180.56413585591073,375.17295863121734,18.34529272127283,0.9970917229850433,0.9031250275686343,128.4365733430962,286.8573124738635,2.497724756976561,0.7812883039822682,87.36543104499165,38.537318372547595,1876.6455143562835,12.255754234270396,13.46157843693728,362.6494352392064,0.6534586645354402,3.1752745374943316,8545.030435697172,17.76221123298751,2.8759255571473092,0.531663173650805,375.17295863121734,0.769700585254606,0.36258516453101786,0.3732656009903666,1.713726419322758,133.52453454082286,367.29712634632494,3648.3602511754016,10.59198858299799,0.0071784633428142825,373.3186607822651,64.21994717560699,1.9555355452866003,649.9449443953137,0.7628418116870065,0.81771362320316,11.586961616327766,46.63792404963461,14.080526474064458,0.8551871432697489,3491.2310540203102,0.21277285272352736,0.6284785103149267,2.2698601770049884,2.2424736627882624,122.10377246955615,7.493174270929684,4797.549805716306,1.0,2.70462934841694,26.029794806340526,1.0868261386656746,1.0,4.664763122021212,9.523065813559002,11.884371487502516,17.76221123298751,13.592927670910587,121.06527730529461,1.9482253104417178,1.8303658256552189,0.7973179912843956,992.0691186471344,39.07830703850264,0.8084398795422008,3.107583865969469,1.0984269141003393,5.4697035418841375,0.5579016620600339,5.640665049048414,0.08600276321914263,9.949137511913823e-05,26.683277156748716,8.64563781457811,0.38692499836798394,8.6055493396221,2.59502801362541,9148.316109262722,4665.021679664667,0.25062977465545244,492.37405410898975,46.45831945551232,158.42812120077954,0.5594371946176684,0.7464432636997016,799.0092794893229,0.7037236471382212,0.5220596006787954,1.019034495040361,13.631557729834867,7.776718316132378,0.5551904329323288,9.193954646742988,100.85244173839116,14.926448835446553,22.596443606364634,0.13645314175690604,1.0,22.978811876832893,146.05817574421684,123.53544374280317,0.42759357163487444,1519.3301835524098,8.181614885450868,0.0057414215891597896,4.735389591119531,35.062361537108806,8.655376221177471,0.19575621568117776,5.521132596296362,4393.767023660857,131.70040657299688,34.332543216755354,192.30533678230032,4378.068011986925,145.5577935726489,0.10255102994872381,1523.1633472503604,1.0,0.02628908600003065,110.09879737117443,9.578558123945303,0.00012041770883110011,1.1036352601448556,6.126295943539291,679.4630156142185,0.10815680821114605,0.27559795442116874,2.497724756976561,2.6816156651709084,12.860127985240265,5.994539416743747,126.9647435417786,169.51260093493144,561.320260262743,0.019222128001517243,14.344188876086776,9.315910625718265,92.20387250794214,45.95762375366579,7.237836555527984,0.4995449513953121,6.893410139001532,44.72018226010353,25.35477668621789,15.268851319949057,0.4995449513953122,49.61017552387347,136.24321101455115,0.8649940685080031,1.329848106463537,61.53702039095343,0.5518176300724278,0.025768492533459947,46.45831945551232,0.9990899027906242,12.860127985240265,1.0,0.18810584517504075,8.337943664531899,0.9106735969297747,2509.014472878095,60.926674431158666,4577.896201061765,0.003073850719181614,0.5230634808338909,0.012705256864143965,133.66539680568346,2.4470071798978204,0.2935350777077966,2.843459782301033,59.91541660061528,2.615470050336243,0.355176460442067,12381.816079546787
