,surf_M_CN_length_min,site_bond_length_sum,surf_M_CN_length_std,surf_bond_length_std,surf_Tx_Tx_length_sum,surf_Tx_Tx_length_max,surf_Tx_Tx_length_min,surf_M_M_length_avg,lattice_param_gamma,surf_M_Tx_length_min,site_bond_length_min,surf_bond_length_sum,surf_M_M_length_sum,surf_M_CN_length_sum,surf_M_Tx_length_avg,surf_M_M_length_min,surf_CN_CN_length_avg,lattice_param_c,lattice_param_beta,surf_M_Tx_length_std,surf_bond_length_min,surf_M_Tx_length_max,surf_bond_length_avg,surf_M_M_length_std,site_bond_length_avg,lattice_param_b,surf_Tx_Tx_length_avg,site_bond_length_max,site_bond_length_std,surf_Tx_CN_length_std,surf_CN_CN_length_std,surf_M_M_length_max,surf_CN_CN_length_max,surf_M_Tx_length_sum,lattice_param_a,lattice_param_alpha,surf_M_CN_length_max,surf_M_CN_length_avg,surf_Tx_CN_length_sum,surf_bond_length_max,surf_Tx_CN_length_max,surf_Tx_CN_length_min,surf_Tx_Tx_length_std,surf_Tx_CN_length_avg,surf_CN_CN_length_sum,surf_CN_CN_length_min
0,0.0,10.193449001577129,0.0,0.44762086111045707,0.0,0.0,0.0,3.074382693971155,117.27602535494354,2.922634169379651,2.0180813230106804,169.0566194522972,73.43585270235319,0.0,3.074382693971155,2.922634169379651,0.0,19.97864731055395,90.46353973762997,0.14754312706269984,2.088875689680615,3.2285396696923345,2.5109479827675285,0.14754312706269984,2.2675214224319533,6.236415393540645,0.0,2.6223019540626016,0.27007206918936766,0.0,0.0,3.2285396696923345,0.0,73.43585270235319,6.216537864946685,89.24873156098987,0.0,0.0,0.0,3.2285396696923345,0.0,0.0,0.0,0.0,0.0,0.0
