,surf_M_CN_length_min,site_bond_length_sum,surf_M_CN_length_std,surf_bond_length_std,surf_Tx_Tx_length_sum,surf_Tx_Tx_length_max,surf_Tx_Tx_length_min,surf_M_M_length_avg,lattice_param_gamma,surf_M_Tx_length_min,site_bond_length_min,surf_bond_length_sum,surf_M_M_length_sum,surf_M_CN_length_sum,surf_M_Tx_length_avg,surf_M_M_length_min,surf_CN_CN_length_avg,lattice_param_c,lattice_param_beta,surf_M_Tx_length_std,surf_bond_length_min,surf_M_Tx_length_max,surf_bond_length_avg,surf_M_M_length_std,site_bond_length_avg,lattice_param_b,surf_Tx_Tx_length_avg,site_bond_length_max,site_bond_length_std,surf_Tx_CN_length_std,surf_CN_CN_length_std,surf_M_M_length_max,surf_CN_CN_length_max,surf_M_Tx_length_sum,lattice_param_a,lattice_param_alpha,surf_M_CN_length_max,surf_M_CN_length_avg,surf_Tx_CN_length_sum,surf_bond_length_max,surf_Tx_CN_length_max,surf_Tx_CN_length_min,surf_Tx_Tx_length_std,surf_Tx_CN_length_avg,surf_CN_CN_length_sum,surf_CN_CN_length_min
0,1.0,6.559240773262922,1.0,0.05047011988619619,1.0,1.0,1.0,0.13811876500687645,12.811234988047644,0.18237047091430322,0.8036722295205107,23.376242275289343,4.41614908148629,1.0,0.13811876500687645,0.18237047091430322,1.0,1.8778240749778914,0.05478815318550744,0.09878222097677315,0.12018635047954568,0.16698532973217078,0.12139801199082217,0.09878222097677315,0.7611572768625489,0.3907642266225432,1.0,0.8976205972388978,0.2700479541238347,1.0,1.0,0.16698532973217078,1.0,4.41614908148629,0.3801255789813508,0.08549734177968818,1.0,1.0,1.0,0.16698532973217078,1.0,1.0,1.0,1.0,1.0,1.0
