,surf_Tx_Tx_length_min,site_bond_length_avg,surf_CN_CN_length_max,surf_M_Tx_length_std,surf_bond_length_avg,surf_CN_CN_length_avg,surf_CN_CN_length_std,lattice_param_c,site_bond_length_min,surf_Tx_CN_length_sum,surf_M_Tx_length_avg,surf_M_Tx_length_sum,site_bond_length_sum,site_bond_length_max,surf_M_CN_length_sum,surf_Tx_CN_length_std,surf_M_M_length_max,surf_bond_length_min,surf_Tx_Tx_length_sum,surf_M_CN_length_std,surf_M_M_length_std,lattice_param_a,surf_Tx_Tx_length_max,lattice_param_gamma,surf_M_CN_length_avg,site_bond_length_std,lattice_param_alpha,surf_CN_CN_length_sum,surf_Tx_CN_length_avg,surf_M_CN_length_min,surf_M_M_length_avg,surf_CN_CN_length_min,surf_Tx_Tx_length_std,surf_Tx_CN_length_min,lattice_param_b,surf_Tx_CN_length_max,surf_M_Tx_length_min,surf_bond_length_sum,surf_M_M_length_sum,surf_bond_length_max,lattice_param_beta,surf_M_CN_length_max,surf_M_Tx_length_max,surf_M_M_length_min,surf_bond_length_std,surf_Tx_Tx_length_avg
0,1.0,0.8150989511302863,1.0,0.09354822887793214,0.1208605226804057,1.0,1.0,1.7312966178255171,0.8092987960162003,1.0,0.14200198802693967,4.6778199939501555,6.763661932769999,0.9486293096914526,1.0,1.0,0.1688878858141196,0.12456799782088193,1.0,1.0,0.09354822887793214,0.3697707567249624,1.0,12.77325104556318,1.0,0.2457642396187125,0.10155228146057861,1.0,1.0,1.0,0.14200198802693967,1.0,1.0,1.0,0.37381468733608303,1.0,0.17829799021759987,24.923429568388524,4.6778199939501555,0.1688878858141196,0.06941997085298313,1.0,0.1688878858141196,0.17829799021759987,0.05075654476632797,1.0
