,surf_Tx_Tx_length_min,site_bond_length_avg,surf_CN_CN_length_max,surf_M_Tx_length_std,surf_bond_length_avg,surf_CN_CN_length_avg,surf_CN_CN_length_std,lattice_param_c,site_bond_length_min,surf_Tx_CN_length_sum,surf_M_Tx_length_avg,surf_M_Tx_length_sum,site_bond_length_sum,site_bond_length_max,surf_M_CN_length_sum,surf_Tx_CN_length_std,surf_M_M_length_max,surf_bond_length_min,surf_Tx_Tx_length_sum,surf_M_CN_length_std,surf_M_M_length_std,lattice_param_a,surf_Tx_Tx_length_max,lattice_param_gamma,surf_M_CN_length_avg,site_bond_length_std,lattice_param_alpha,surf_CN_CN_length_sum,surf_Tx_CN_length_avg,surf_M_CN_length_min,surf_M_M_length_avg,surf_CN_CN_length_min,surf_Tx_Tx_length_std,surf_Tx_CN_length_min,lattice_param_b,surf_Tx_CN_length_max,surf_M_Tx_length_min,surf_bond_length_sum,surf_M_M_length_sum,surf_bond_length_max,lattice_param_beta,surf_M_CN_length_max,surf_M_Tx_length_max,surf_M_M_length_min,surf_bond_length_std,surf_Tx_Tx_length_avg
0,0.0,2.234268144057436,0.0,0.13229901364883342,2.502979691220296,0.0,0.0,19.634508972702033,2.0341930856871584,0.0,3.0743904336209638,73.196289526797,9.80487528224024,2.5517971459291573,0.0,0.0,3.2125943065881613,2.0755726646721904,0.0,0.0,0.13229901364883342,6.172261729548199,0.0,117.31079486789879,0.0,0.23360603140797578,89.24670982721723,0.0,0.0,0.0,3.0743904336209638,0.0,0.0,0.0,6.1781777354761385,0.0,2.938711469762173,165.71260208140438,73.196289526797,3.2125943065881613,90.46510957457153,0.0,3.2125943065881613,2.938711469762173,0.4535101106615243,0.0
