# c0 + a0 * (M_cov_radius_cordero / atomic_radius_av) + a1 * (Tx_boiling_pt / ne_d_std) + a2 * (Tx_cov_radius_cordero^3)
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.639513423898234; Max AE: 2.36673431321698
# Coefficients
# Task   a0                      a1                      a2                      c0
# all ,  8.265378857735707e-02, -2.284402265621913e-01,  2.546510592195562e-01,  5.657985767008501e-02, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         136|47|div; (M_cov_radius_cordero / atomic_radius_av); $\left(\frac{ M_{cov, radius, cordero} }{ atomic_{radius, av} } \right)$; (M_cov_radius_cordero ./ atomic_radius_av); M_cov_radius_cordero,atomic_radius_av
# 1;  1; Unitless;                                         19|33|div; (Tx_boiling_pt / ne_d_std); $\left(\frac{ Tx_{boiling, pt} }{ ne_{d, std} } \right)$; (Tx_boiling_pt ./ ne_d_std); Tx_boiling_pt,ne_d_std
# 2;  1; Unitless;                                         107|cb; (Tx_cov_radius_cordero^3); $\left(Tx_{cov, radius, cordero}^3\right)$; (Tx_cov_radius_cordero).^3; Tx_cov_radius_cordero
# Number of Samples Per Task
# Task, n_samples               
# all , 214                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
sample_0    , -1.604369091098126e-02, -1.018450984429376e-01,  1.750116931605877e-01,  4.696443875723348e-01, -2.576257310629682e-01
sample_1    , -3.202941263068643e-01,  2.203033573218763e-02,  1.307261421931825e+00,  6.263365923044401e-01,  1.888238478587975e-03
sample_2    ,  1.566373447609220e+00,  1.057026364945798e+00,  1.074274330678504e+00, -6.703967341442952e-01,  2.978617424030741e+00
sample_3    , -1.229988929140020e+00, -1.028798600374907e+00, -3.267108224496368e-01,  5.431546972577961e-01, -3.668927164739889e+00
sample_4    , -5.015740038132262e-02,  1.905375348446716e-02, -3.430471269508328e-01,  1.045826670739398e-01,  5.780038270174503e-02
sample_5    ,  1.550035541557961e-02, -4.688018216182249e-01,  6.135697176868956e-01,  2.234680307389277e+00, -2.576257310629682e-01
sample_6    , -2.849253345366325e-01,  1.770816978854304e-02,  1.254969010198037e+00,  6.263365923044401e-01,  1.888238478587975e-03
sample_7    , -8.596644739960076e-03, -1.016202534285462e-01,  1.777320163092475e-01,  4.696443875723348e-01, -2.576257310629682e-01
sample_8    , -4.879038376897022e-01, -5.534271572794517e-01,  4.685158699694880e-01, -1.250062506007634e+00, -3.668927164739889e+00
sample_9    , -3.337341530470113e-01, -5.271881422504827e-01, -7.451947740982967e+00, -7.636476612015508e-02,  5.780038270174503e-02
sample_10   , -4.485894358631982e-02, -1.363491775915212e-03, -3.430471269508328e-01,  1.316320121201661e-01,  1.888238478587975e-03
sample_11   , -1.889081706965685e-01, -5.369142959266017e-01, -7.451947740982967e+00, -9.611581059005815e-02,  1.888238478587975e-03
sample_12   , -8.803093077721602e-02,  8.733151546477180e-02, -7.451947740982967e+00,  4.895140967714118e-01,  2.978617424030741e+00
sample_13   ,  7.030961086560218e-01, -1.918694784955933e-02,  8.710720174323043e-01,  8.154219572325354e-01,  1.512303498279833e-01
sample_14   ,  1.654107030850625e+00,  1.057026364945798e+00,  1.074274330678504e+00, -6.703967341442952e-01,  2.978617424030741e+00
sample_15   , -2.721548534224627e-01, -5.271881422504827e-01, -7.451947740982967e+00, -7.636476612015508e-02,  5.780038270174503e-02
sample_16   , -1.091377553569199e-01, -4.682404232351528e-01,  6.203618852660829e-01,  2.234680307389277e+00, -2.576257310629682e-01
sample_17   , -1.016940770210921e-01, -4.682404232351528e-01,  6.203618852660829e-01,  2.234680307389277e+00, -2.576257310629682e-01
sample_18   , -3.085037806422997e-01, -5.271881422504827e-01, -7.451947740982967e+00, -7.636476612015508e-02,  5.780038270174503e-02
sample_19   , -3.700463146583963e-01, -1.018450984429376e-01,  1.750116931605877e-01,  4.696443875723348e-01, -2.576257310629682e-01
sample_20   , -1.228134374597548e-01,  1.204153842120362e-01,  6.182624213992374e-01, -3.429276076048896e-01, -2.576257310629682e-01
sample_21   , -1.679966809266178e-01,  1.177138147516945e-01,  1.097628594963151e+00,  1.316320121201661e-01,  1.888238478587975e-03
sample_22   , -7.329624959252305e-02, -4.039787698467087e-01, -5.961279563220489e+00, -7.636476612015508e-02,  5.780038270174503e-02
sample_23   , -1.253198409486902e+00, -1.208494966838056e+00,  1.307261421931825e+00,  1.920978417835463e+00, -3.668927164739889e+00
sample_24   , -1.139675111481394e+00, -1.030148857833284e+00, -3.430471269508328e-01,  5.431546972577961e-01, -3.668927164739889e+00
sample_25   , -3.094527088114199e-03,  5.896210638010170e-01,  4.685158699694880e-01,  1.156501600203030e+00,  2.978617424030741e+00
sample_26   ,  2.767472857125728e-02,  2.203033573218763e-02,  1.307261421931825e+00,  6.263365923044401e-01,  1.888238478587975e-03
sample_27   ,  7.064099332708291e-03,  1.476591574809923e-01,  4.685158699694880e-01, -2.270784222259508e-01,  1.888238478587975e-03
sample_28   , -2.132166347170482e-03, -5.899786123031640e-01, -8.525069470449043e-01,  2.234680307389277e+00, -2.576257310629682e-01
sample_29   , -3.361241423951178e-03,  9.398793768407514e-01, -3.430471269508328e-01, -6.703967341442952e-01,  2.978617424030741e+00
sample_30   ,  1.213059173271408e+00,  1.476591574809923e-01,  4.685158699694880e-01, -2.270784222259508e-01,  1.888238478587975e-03
sample_31   ,  3.457564968314577e+00,  1.657339394922203e+00, -3.611031270412161e-01, -3.172847570135182e+00,  3.557024517299411e+00
sample_32   , -4.012693904379927e-02,  1.058956683368361e+00,  1.097628594963151e+00, -6.703967341442952e-01,  2.978617424030741e+00
sample_33   , -5.547166731033191e-02, -5.840289185210330e-01,  9.827559703946333e-02, -1.250062506007634e+00, -3.668927164739889e+00
sample_34   , -5.961656316083226e-01, -8.534227103682607e-01,  5.603159560194138e+00,  1.920978417835463e+00, -3.668927164739889e+00
sample_35   , -1.241125445779972e+00, -1.262708648723496e+00, -5.961279563220489e+00, -4.715895470645222e-01, -3.668927164739889e+00
sample_36   , -1.133119143579825e-01,  1.905375348446716e-02, -3.430471269508328e-01,  1.045826670739398e-01,  5.780038270174503e-02
sample_37   , -8.178414592916317e-02,  1.157834963291316e-01,  1.074274330678504e+00,  1.316320121201661e-01,  1.888238478587975e-03
sample_38   , -1.001493603417651e-01, -2.134950733230718e-01, -1.479795726417770e+00,  8.154219572325354e-01,  1.512303498279833e-01
sample_39   , -1.040065680316376e-01, -1.363491775915212e-03, -3.430471269508328e-01,  1.316320121201661e-01,  1.888238478587975e-03
sample_40   , -2.094987235152617e+00, -5.079292138830492e-01, -6.822096453528344e+00,  1.713705286842168e-01,  1.512303498279833e-01
sample_41   ,  1.242893291576708e+00,  1.992306986051373e-01,  9.141095772630121e-01, -1.251323064232555e-01,  1.512303498279833e-01
sample_42   , -4.030159905679299e-02, -2.028892263363395e-02,  8.577396003339245e-01,  8.154219572325354e-01,  1.512303498279833e-01
sample_43   , -1.332563187008458e+00, -5.840289185210330e-01,  9.827559703946333e-02, -1.250062506007634e+00, -3.668927164739889e+00
sample_44   ,  1.989044019254788e-01, -1.918694784955933e-02,  8.710720174323043e-01,  8.154219572325354e-01,  1.512303498279833e-01
sample_45   , -5.196742813319786e-02, -4.039787698467087e-01, -5.961279563220489e+00, -7.636476612015508e-02,  5.780038270174503e-02
sample_46   , -1.099738220333370e-01, -1.323431753803174e-05, -3.267108224496368e-01,  1.316320121201661e-01,  1.888238478587975e-03
sample_47   ,  1.193209395566249e+00, -2.977457427218831e-01, -2.195123392608636e+00,  4.696443875723348e-01, -2.576257310629682e-01
sample_48   , -5.968137575484606e-02, -5.849315511879158e-01,  8.735495223395520e-02, -1.250062506007634e+00, -3.668927164739889e+00
sample_49   , -6.916559537987194e-03,  1.456209197674843e-01,  4.438559269881645e-01, -2.270784222259508e-01,  1.888238478587975e-03
sample_50   , -3.249802942992621e-02, -5.840289185210330e-01,  9.827559703946333e-02, -1.250062506007634e+00, -3.668927164739889e+00
sample_51   , -2.636354303490760e-01,  1.170573962394110e-01,  9.827559703946333e-02, -2.270784222259508e-01,  1.888238478587975e-03
sample_52   , -2.217746596587099e-02,  1.588014883477832e-01, -2.087290277300507e-01, -8.101836689987090e-01, -2.576257310629682e-01
sample_53   , -4.183902774759799e-01,  1.746534336373810e-01, -1.694174777056445e-02, -8.101836689987090e-01, -2.576257310629682e-01
sample_54   , -5.727177864666465e-02,  2.040401094284434e-02, -3.267108224496368e-01,  1.045826670739398e-01,  5.780038270174503e-02
sample_55   ,  6.799816762857267e-01, -2.028892263363395e-02,  8.577396003339245e-01,  8.154219572325354e-01,  1.512303498279833e-01
sample_56   , -2.873477481567056e-01,  1.170573962394110e-01,  9.827559703946333e-02, -2.270784222259508e-01,  1.888238478587975e-03
sample_57   , -6.156886386605922e-02, -2.977457427218831e-01, -2.195123392608636e+00,  4.696443875723348e-01, -2.576257310629682e-01
sample_58   , -2.403675740849142e-01,  1.604734882019724e-01, -2.602942395360524e-02, -2.956313486579096e-01,  1.512303498279833e-01
sample_59   , -1.066415298780115e-01,  1.532036652973904e-01, -3.386817247335736e+00,  2.316767868015589e+00,  3.557024517299411e+00
sample_60   ,  2.475696159358087e-02,  1.177138147516945e-01,  1.097628594963151e+00,  1.316320121201661e-01,  1.888238478587975e-03
sample_61   ,  5.341074145248265e-03, -5.911464760024916e-01, -8.666365316583753e-01,  2.234680307389277e+00, -2.576257310629682e-01
sample_62   , -9.410380402467980e-02,  6.134817042355765e-02,  1.254969010198037e+00,  4.976293399617945e-01,  5.780038270174503e-02
sample_63   , -1.559071969320354e-03, -5.911464760024916e-01, -8.666365316583753e-01,  2.234680307389277e+00, -2.576257310629682e-01
sample_64   , -5.532722432131539e-02,  1.905375348446716e-02, -3.430471269508328e-01,  1.045826670739398e-01,  5.780038270174503e-02
sample_65   , -1.237836842012775e+00, -1.262708648723496e+00, -5.961279563220489e+00, -4.715895470645222e-01, -3.668927164739889e+00
sample_66   , -1.198272845742591e-01,  2.105408878685457e-01, -5.961279563220489e+00,  4.895140967714118e-01,  2.978617424030741e+00
sample_67   , -4.262215382380523e-01, -7.608155469877346e-01,  6.723582047468915e+00,  1.920978417835463e+00, -3.668927164739889e+00
sample_68   , -5.458190573704150e-03,  1.770816978854304e-02,  1.254969010198037e+00,  6.263365923044401e-01,  1.888238478587975e-03
sample_69   , -7.877745821939172e-01, -5.079292138830492e-01, -6.822096453528344e+00,  1.713705286842168e-01,  1.512303498279833e-01
sample_70   , -2.285972573737576e+00,  8.059652813210870e-02,  2.982757900784546e-01,  1.713705286842168e-01,  1.512303498279833e-01
sample_71   , -1.270759177511728e+00,  1.604734882019724e-01, -2.602942395360524e-02, -2.956313486579096e-01,  1.512303498279833e-01
sample_72   , -6.393318221215945e-02,  1.978652921063258e-01,  8.975899896879844e-01, -1.251323064232555e-01,  1.512303498279833e-01
sample_73   , -8.598665092594160e-02,  8.733151546477180e-02, -7.451947740982967e+00,  4.895140967714118e-01,  2.978617424030741e+00
sample_74   , -7.437152657611071e-02,  1.197331821860155e-01,  8.735495223395520e-02, -1.804155892538686e-01,  5.780038270174503e-02
sample_75   ,  1.264863201444954e-03,  1.585414103605160e-01, -2.118756226017885e-01, -8.101836689987090e-01, -2.576257310629682e-01
sample_76   , -3.311481220002975e-02,  1.710735234706771e-01, -3.170615927579389e+00,  2.316767868015589e+00,  3.557024517299411e+00
sample_77   ,  1.039349139292248e-02,  4.697097555825087e-01,  6.723582047468915e+00,  6.263365923044401e-01,  1.888238478587975e-03
