,site_charge_avg,CN_s_skew,Tx_tot_kurt,CN_tDOS_at_EF,site_d_var,site_charge_std,site_p_center,Tx_p_kurt,M_charge_min,site_sp_var,surf_sp_center,CN_p_kurt,surf_tot_skew,surf_charge_std,site_p_var,site_d_skew,Tx_sp_kurt,CN_tot_fill,CN_charge_min,site_s_var,surf_s_var,M_p_center,Tx_s_skew,surf_s_kurt,M_p_fill,Tx_p_skew,surf_charge_min,M_p_var,site_p_skew,M_p_kurt,site_d_fill,Tx_sp_center,CN_p_skew,surf_tot_fill,surf_d_skew,M_tot_kurt,site_charge_sum,site_s_center,Tx_charge_max,site_tot_skew,CN_charge_sum,M_tot_skew,Tx_sp_var,surf_p_var,site_tot_center,Tx_tot_fill,surf_charge_max,CN_sp_skew,surf_sp_fill,surf_sp_kurt,M_tot_var,site_charge_max,Tx_s_var,CN_p_var,CN_charge_avg,surf_s_skew,site_d_kurt,CN_p_center,M_charge_avg,surf_s_fill,surf_s_center,site_tot_var,M_sp_kurt,M_tDOS_at_EF,CN_tot_skew,site_d_center,Tx_tot_center,Tx_sp_skew,surf_charge_avg,M_sp_fill,CN_s_center,M_tot_fill,M_p_skew,site_tot_kurt,Tx_tot_skew,M_sp_center,CN_sp_fill,Tx_tDOS_at_EF,M_d_skew,site_s_skew,CN_p_fill,Tx_s_kurt,site_sp_fill,site_sp_skew,surf_tot_kurt,site_s_kurt,CN_charge_std,site_sp_center,Tx_tot_var,M_s_kurt,Tx_s_center,CN_sp_kurt,Tx_p_fill,M_sp_skew,surf_sp_skew,surf_p_kurt,M_s_skew,Tx_sp_fill,surf_d_kurt,surf_p_center,surf_d_var,surf_sp_var,M_charge_std,Tx_p_center,Tx_charge_avg,M_s_var,CN_tot_center,M_tot_center,CN_s_fill,surf_tDOS_at_EF,surf_d_fill,site_tDOS_at_EF,Tx_charge_sum,CN_s_var,Tx_p_var,site_p_fill,Tx_charge_min,surf_charge_sum,surf_p_skew,M_s_center,M_charge_sum,surf_tot_var,site_charge_min,M_charge_max,M_d_var,site_s_fill,CN_tot_var,CN_sp_var,surf_d_center,M_d_kurt,M_d_center,M_s_fill,site_sp_kurt,surf_p_fill,site_p_kurt,M_sp_var,Tx_s_fill,CN_tot_kurt,M_d_fill,CN_sp_center,surf_tot_center,Tx_charge_std,site_tot_fill,CN_s_kurt,CN_charge_max
0,9.174567961988304,-1519.859137444219,7334.996810127183,0.6418094552329263,19.2396475252906,2.3601735753178414,1.503581405851832,826.8453316420361,11.230337064327486,88.33597385064871,0.26578801735981256,2334.971136205229,589.8613484219621,2.6351641447386127,70.94894277009372,-36.95282198756825,7334.996810127183,21.06316353458594,6.067738830409356,122.08391379213845,126.5946230678597,2.83744844335868,-1400.3470552833562,25052.708529343283,52.0897698766571,-11.481075658351557,5.308442719298245,106.72650061227057,353.8684523478318,19059.6889814075,7.482477470905956,-2.2335241759244364,53.78653819706678,151.52055858665616,-38.79332302253631,6648.475793324082,33.490878730994154,0.8425397980930768,4.38971067251462,33.33768095471173,27.277452111111113,208.39148204871853,43.385495751632284,52.32836079535251,0.692817267774137,28.396721058771178,11.352658783625731,-339.3883283076407,117.78245908599276,13021.5450644133,45.78289534638139,11.19227232748538,109.21387341546736,32.156847990843524,6.291245896929824,-605.1750728227527,1724.941012418658,-0.8097535776019241,11.285161798976606,31.581411994768633,-1.0835873245503491,49.25587178169262,18627.753039248066,7.007797912651214,-339.3883283076407,0.4958779817376413,-2.233524175924436,-338.7202328120396,8.477807162962964,69.64078488179914,-5.346767330560277,98.68721162696995,349.2045919405722,7634.7241220773885,-338.7202328120396,5.772062626249409,21.06316353458594,0.6582084491716509,-38.79332302253631,-218.2201394297435,15.592275419318005,25383.349713884098,26.585936001101096,285.4939761454852,13346.409500186584,23586.3549641129,0.16260136891637159,2.092486454533022,43.385495751632284,17427.713363450363,-5.346767330560277,8370.276397682072,19.837212184412508,783.5960456149467,3.2091382784521305,6958.843276604148,804.3289500246409,28.396721058771178,1758.2790322230978,0.7285909604056303,19.616961916376045,77.30592068063497,0.04123841795022066,-1.1877281592126379,4.3360074349415205,106.93119141353164,-2.154702103488378,2.0927685311515987,5.470888115267938,8.646626795321637,29.04642674517082,2.0851188804116414,32.652154573099416,134.8847543663937,14.248515946659271,19.760982561192748,4.2859447426900585,150.2109010760234,263.1303288493622,6.054295120993682,90.28129439181285,80.94936906064073,7.074642953216375,11.352658783625731,19.616961916376045,7.1438282435586595,57.83072803856719,57.83072803856718,0.4822871522395597,1758.2790322230978,0.4822871522395597,17.55101500514202,15396.673639610824,87.51925748038762,11358.642750958355,109.8099007649303,8.55950887435867,8370.276397682072,29.04642674517082,-2.154702103488378,4.1092740375854975,0.035820840932715314,34.38728827565737,26500.976257842427,6.530378988304093
