,M_sp_center,CN_s_skew,surf_charge_std,surf_tot_fill,CN_s_kurt,M_d_var,CN_charge_avg,CN_sp_skew,Tx_s_skew,CN_sp_fill,Tx_sp_kurt,site_s_skew,site_tot_fill,M_d_fill,surf_charge_avg,CN_charge_sum,site_tot_skew,site_sp_fill,surf_charge_sum,Tx_s_fill,M_s_skew,surf_d_kurt,M_sp_var,site_p_fill,site_charge_std,surf_charge_max,site_s_var,site_charge_min,Tx_p_skew,surf_s_kurt,Tx_charge_max,surf_s_center,site_sp_kurt,surf_tDOS_at_EF,surf_tot_kurt,M_p_skew,M_tDOS_at_EF,Tx_sp_skew,Tx_tot_skew,M_p_center,M_p_fill,CN_p_center,site_d_skew,M_charge_max,M_s_fill,M_charge_sum,surf_sp_var,M_charge_avg,Tx_p_var,surf_p_skew,Tx_tot_fill,surf_p_kurt,site_p_skew,Tx_charge_min,M_charge_min,surf_sp_fill,surf_s_var,Tx_charge_sum,CN_p_skew,site_p_kurt,site_p_center,surf_p_fill,surf_sp_center,CN_charge_std,surf_sp_kurt,CN_tot_center,Tx_s_kurt,site_d_fill,CN_p_var,M_tot_var,CN_sp_var,M_d_center,Tx_s_center,Tx_sp_center,surf_sp_skew,CN_sp_center,surf_s_fill,M_tot_fill,CN_s_fill,site_charge_avg,Tx_sp_var,surf_s_skew,site_sp_var,site_p_var,CN_charge_min,M_charge_std,M_sp_kurt,surf_d_var,site_d_kurt,CN_tot_skew,CN_tot_var,surf_tot_center,Tx_s_var,surf_p_center,M_s_center,Tx_sp_fill,surf_d_center,M_tot_skew,site_d_var,M_p_var,CN_p_kurt,CN_s_center,site_s_fill,M_tot_kurt,M_s_var,site_d_center,CN_tot_kurt,Tx_charge_std,surf_tot_skew,M_p_kurt,surf_tot_var,surf_d_fill,Tx_tot_var,CN_s_var,site_charge_max,M_d_kurt,M_sp_fill,Tx_p_center,surf_p_var,CN_tDOS_at_EF,Tx_tDOS_at_EF,CN_charge_max,site_sp_center,Tx_p_fill,site_charge_sum,site_tot_center,CN_p_fill,CN_sp_kurt,site_tot_var,surf_d_skew,site_s_kurt,site_tDOS_at_EF,Tx_charge_avg,surf_charge_min,M_s_kurt,Tx_tot_center,CN_tot_fill,Tx_tot_kurt,site_tot_kurt,Tx_p_kurt,M_tot_center,M_sp_skew,site_s_center,M_d_skew,site_sp_skew
0,5.685206638631502,-1448.7661339687463,2.533541081993138,152.4094344312413,24907.15594776277,17.95702619057771,6.2890882345588235,-319.1175853440562,-1556.1603670128275,21.02711895938399,8210.172369191007,-373.4776008002217,33.50431166933643,27.673863149394755,8.336488855392158,27.11906972352941,-38.55861744110683,26.310289680687283,150.95212204117647,9.385260779812679,816.1171374049885,1558.6781753298505,106.79327545805832,19.519382082710628,2.423779546092995,11.136970576470588,127.67462816898338,6.846036441176471,-34.08052235886066,25825.84562209373,4.687851376470588,-1.172029213247278,14767.9332260486,9.216760129411764,12545.244056472435,140.50604453759397,7.457207974230901,-397.15519806402665,-397.15519806402665,1.6033448560151793,51.12457437664401,-0.7485512894620362,-29.342524343172194,11.136970576470588,17.484723531197172,88.6055354235294,74.29391860626424,11.075691927941175,16.224888215189885,184.75231982841225,31.352285637672797,5494.660558544715,210.28956315304634,4.59553595882353,11.026683070588236,119.46820851745626,128.14331473030632,35.22751689411765,57.41541153987764,9051.97833699242,0.2675826912486038,88.5960835922672,-0.21774938229664634,0.16460713453928422,12317.551783077492,-2.114284491781844,28733.858393969298,6.8204560630901545,30.289213016303524,41.45998329494867,55.820037061202676,0.5374213222080407,-5.526836693501258,-2.75736395781983,-71.07688845473035,-2.114284491781844,32.39261891263077,96.28316105723594,5.5226346016209185,8.929464228431373,46.81733325206122,-654.1148826711479,85.1088294004008,62.33302414467858,6.065136035294118,0.03712794613195326,17720.671507091403,17.95702619057771,1488.4181197607154,-319.1175853440562,55.820037061202676,3.9638414812257694,116.41070712226184,0.1016214543680988,6.173178738907096,31.352285637672797,0.5374213222080407,180.0524579132914,17.193384414469612,100.51526478728606,2106.0964265465964,-5.526836693501258,7.164473523535643,5809.359579684641,107.09602205065586,0.556393310557919,7803.43356548522,0.03178448475177132,540.9020820584321,17703.39597323195,78.22299265833587,27.673863149394755,46.81733325206122,132.37666201690536,10.875405,1558.6781753298505,68.60929790784118,-1.6604032528426313,46.52841354777648,0.6832144142504142,0.6688765411937542,6.531088605882353,1.3038727964095456,21.967024857860114,32.797780700000004,0.23080235070226812,15.504484357763072,7803.433565485218,47.501984834436534,-32.971651791747846,26160.88629826168,2.102035395881595,4.639735054411765,5.266541988235294,17372.998011321168,-2.75736395781983,21.02711895938399,8210.172369191007,7480.999578766059,884.2008629542665,1.9826428851569546,740.3386570556127,0.41553427238428386,-32.971651791747846,159.94136521373008
