,lattice_param_alpha,surf_Tx_Tx_length_max,surf_bond_length_min,lattice_param_c,surf_CN_CN_length_min,surf_Tx_CN_length_max,site_bond_length_sum,surf_CN_CN_length_std,surf_M_Tx_length_std,surf_CN_CN_length_max,lattice_param_a,surf_M_CN_length_avg,surf_Tx_CN_length_sum,surf_M_Tx_length_min,surf_Tx_CN_length_std,surf_M_M_length_avg,surf_bond_length_max,site_bond_length_std,surf_Tx_Tx_length_std,surf_M_M_length_sum,surf_M_CN_length_min,site_bond_length_min,surf_Tx_CN_length_avg,surf_Tx_Tx_length_min,surf_bond_length_std,lattice_param_beta,surf_CN_CN_length_avg,surf_M_M_length_min,surf_M_M_length_max,surf_CN_CN_length_sum,site_bond_length_max,surf_Tx_CN_length_min,lattice_param_b,surf_M_CN_length_sum,surf_bond_length_sum,surf_M_Tx_length_max,surf_M_CN_length_max,surf_M_CN_length_std,surf_M_Tx_length_avg,surf_Tx_Tx_length_avg,site_bond_length_avg,lattice_param_gamma,surf_bond_length_avg,surf_M_Tx_length_sum,surf_M_M_length_std,surf_Tx_Tx_length_sum
0,89.24367426479635,0.0,2.0797243411727395,20.043616489420852,0.0,0.0,10.866615414569356,0.0,0.13959153754133033,0.0,6.179536632121116,0.0,0.0,2.929312006955325,0.0,3.0726739323043537,3.2190690019567887,0.2636677037443857,0.0,73.48965595475029,0.0,2.1301534824046873,0.0,0.0,0.4485951501097619,90.46577621081208,0.0,2.929312006955325,3.2190690019567887,0.0,2.7237699482471838,0.0,6.1827198636931735,0.0,168.50446630583713,3.2190690019567887,0.0,0.0,3.0726739323043537,0.0,2.356238368863978,118.02374864510392,2.5039273829583895,73.48965595475029,0.13959153754133033,0.0
