,lattice_param_alpha,surf_Tx_Tx_length_max,surf_bond_length_min,lattice_param_c,surf_CN_CN_length_min,surf_Tx_CN_length_max,site_bond_length_sum,surf_CN_CN_length_std,surf_M_Tx_length_std,surf_CN_CN_length_max,lattice_param_a,surf_M_CN_length_avg,surf_Tx_CN_length_sum,surf_M_Tx_length_min,surf_Tx_CN_length_std,surf_M_M_length_avg,surf_bond_length_max,site_bond_length_std,surf_Tx_Tx_length_std,surf_M_M_length_sum,surf_M_CN_length_min,site_bond_length_min,surf_Tx_CN_length_avg,surf_Tx_Tx_length_min,surf_bond_length_std,lattice_param_beta,surf_CN_CN_length_avg,surf_M_M_length_min,surf_M_M_length_max,surf_CN_CN_length_sum,site_bond_length_max,surf_Tx_CN_length_min,lattice_param_b,surf_M_CN_length_sum,surf_bond_length_sum,surf_M_Tx_length_max,surf_M_CN_length_max,surf_M_CN_length_std,surf_M_Tx_length_avg,surf_Tx_Tx_length_avg,site_bond_length_avg,lattice_param_gamma,surf_bond_length_avg,surf_M_Tx_length_sum,surf_M_M_length_std,surf_Tx_Tx_length_sum
0,0.0996169125398005,1.0,0.12946157602402666,1.9819942035204405,1.0,1.0,6.383152043867618,1.0,0.09545028791452476,1.0,0.3614867915714256,1.0,1.0,0.16685263411751947,1.0,0.13338718424790466,0.1708230681200151,0.22950215050826817,1.0,3.664080378242481,1.0,0.646281022218314,1.0,1.0,0.050889032757708536,0.07011727144754272,1.0,0.16685263411751947,0.1708230681200151,1.0,0.7803863337441002,1.0,0.36721860500744946,1.0,23.475264160253833,0.1708230681200151,1.0,1.0,0.13338718424790466,1.0,0.6471587707353996,11.268936542010115,0.11901695505299395,3.664080378242481,0.09545028791452476,1.0
