,M_elec_aff,heat_of_formation_av,eig_1,Tx_atom_num,Tx_period,ne_d_av,en_ghosh_sum,en_pauling_std,group_id_std,Tx_heat_form,CN_period,lattice_constant_sum,eig_17,ne_f_av,CN_atom_num,M_glawe_num,M_metallic_radius,atomic_radius,CN_atom_vol,Tx_fusion_heat,melting_point_av,M_atom_weight,atomic_weight_av,M_en_mulliken,gas_basicity_sum,eig_18,en_ghosh_std,en_allred_rochow_av,eig_9,CN_density,M_atom_mass,eig_7,M_group_id,en_mulliken_std,eig_15,dblock_sum,ionenergy_std,CN_cov_radius_cordero,atomic_number_std,ionenergy_av,en_allen_sum,fblock_av,M_vdw_radius,en_ghosh_av,melting_point_sum,eig_14,en_martynov_batsanov_sum,CN_glawe_num,M_evap_heat,eig_10,dipole_polarizability_av,covalent_radius_cordero_std,heat_of_formation_sum,eig_6,Tx_atom_vol,Tx_therm_cond,Tx_elec_aff,atomic_radius_sum,CN_boiling_pt,atomic_weight_std,en_mulliken_av,eig_12,fblock_sum,melting_point_std,metallic_radius_std,Tx_atom_radius,ne_outer_std,ne_s_sum,Tx_group_id,period_sum,ne_f_std,sum_mass,electron_affinity_av,ne_outer_sum,M_atom_vol,ground_state_magmom_sum,CN_therm_cond,en_mulliken_sum,M_atom_num,ground_state_magmom_av,lattice_constant_std,M_therm_cond,M_boiling_pt,c6_gb_sum,CN_group_id,en_pauling_sum,density_av,lattice_constant_av,M_spec_heat,covalent_radius_cordero_av,group_id_sum,CN_vdw_radius,vdw_radius_std,Tx_atom_mass,metallic_radius_av,c6_sum,eig_2,M_fusion_heat,CN_melting_pt,CN_atom_mass,en_nagle_av,en_nagle_sum,atomic_volume_av,dipole_polarizability_std,c6_gb_av,M_pett_num,group_id_av,eig_4,Tx_vdw_radius,M_density,boiling_point_av,Tx_evap_heat,CN_en_mulliken,boiling_point_sum,en_cottrell_sutton_av,atomic_number_sum,dblock_av,density_std,eig_13,vdw_radius_av,eig_3,CN_atom_radius,CN_pett_num,Tx_boiling_pt,ne_d_sum,Tx_glawe_num,atomic_radius_av,en_pauling_av,Tx_spec_heat,dipole_polarizability_sum,atomic_weight_sum,M_period,electron_affinity_std,en_allred_rochow_std,Tx_density,eig_8,en_cottrell_sutton_std,ne_d_std,M_dipole_polar,CN_atom_weight,Tx_cov_radius_cordero,en_allred_rochow_sum,atomic_volume_sum,M_atom_radius,atomic_number_av,en_martynov_batsanov_av,c6_gb_std,eig_11,fblock_std,en_cottrell_sutton_sum,dblock_std,M_melting_pt,en_nagle_std,eig_19,ne_outer_av,en_gordy,Tx_dipole_polar,Tx_atom_weight,M_heat_form,CN_dipole_polar,eig_16,CN_spec_heat,CN_elec_aff,M_metallic_rad_c12,density_sum,Tx_melting_pt,metallic_radius_sum,ground_state_magmom_std,ne_s_av,en_gordy_sum,en_martynov_batsanov_std,eig_5,period_std,M_cov_radius_cordero,heat_of_formation_std,ne_s_std,electron_affinity_sum,Tx_en_mulliken,atomic_volume_std,ne_f_sum,period_av,covalent_radius_cordero_sum,ionenergy_sum,CN_heat_form,vdw_radius_sum,eig_0,boiling_point_std,Tx_pett_num
0,0.2734235158808537,95.42093598061291,5708.884877019154,6.329003936207276,1.1095711088310103,0.6340154671844741,1.030383833490335,0.1980681167243453,0.47717114850805487,156.24863364775533,1.0,29.832191734505177,15.339713961197297,2.884846948656219,19.08991215474067,2.476661694983191,6.429387745148833,4.58820094254416,5.999897403452366,1.5698221275429225,617.2004661629794,50.092582347285536,25.329098019535955,0.2053418650858825,3723.079669807281,14.012339808859785,0.02469505629805674,0.00010816110556299195,168.09621571811118,1.0994087004223545,50.092582347285536,4753.216190958905,0.729472099626324,0.3682528376752238,124.97593648169975,1.0,0.7365056753504476,0.9999829005753943,9.247370627329047,1.0836621892977252,63.37273482997538,1.0,5.438395267609905,0.02938809086467006,8624.233340964303,125.55047878967814,26.27778818727482,0.49999145028769715,133.33138269836084,134.35757821842168,13.036039731791654,8.176205504698318,1687.2232040172928,4776.685394547937,6.862056132839018,0.10651412944880886,1.4857058633962301,434.6415532905137,2511.2570582149883,24.267716068122215,0.5418310946488626,132.37840417583922,1.0,358.9094151042767,8.124840450192849,37.328269160698646,2.8512156710504764,9.067096351292983,7.6418362203539445,10.975123510431116,2.9755562629839534,419.6745559106435,0.6904325117749883,57.275893932066346,1.6813600105995512,13.11640502228389,0.7819866282499585,23.80966146616646,19.08991215474067,0.7649959318634725,1.2265347194195937,48.277587937634415,830.3244427798644,1515.6824204015943,0.49999145028769715,10.548385975487898,2.4856755629410636,1.0774809475560163,0.1403524078863898,14.396649587160342,60.654812890099755,7.499871754315458,9.171215661520266,13.003604299993297,12.533432157071221,3438.2045309494792,5233.099786942253,5.5533386158377915,1878.322881210295,0.9979829347742438,0.09336877165785154,3.0695308289767134,1.8841891694486343,8.564569538833336,139.44244613486464,2.1431452056237545,2.268865372151189,4993.125086435846,68.58090239304742,4.922201057630171,914.4172630828865,5.977745646054692,0.8184445048305862,12010.453846344033,0.017182023520483217,163.5793838945909,0.1138508366374673,2.445664245340121,130.37131996607013,12.056173495032475,5078.860811688049,2.4999572514384862,2.4999572514384862,266.7455936984345,8.212092284978342,41.60077235408267,8.86581755041128,0.25702378186683134,0.28887601458160905,163.64523861452173,419.6745559106435,0.7442310301723057,0.4275830927774387,8.364494236455439e-05,0.8165952225678017,193.39246684205207,0.0101402021839967,0.49799671777269566,13.51572945561642,0.9979829347742438,38.73358427693918,0.0029300438427317236,61.16676121865168,6.323636018200359,9.819152987030034,0.7463320297680205,88.200854914317,131.64505495919633,1.0,0.795771662780674,0.007895595837782153,573.9528309237967,0.08218994821295517,13.39244312786954,3.154250490322896,0.004525347550837401,6.849686240892098,13.003604299993297,124.51357624862968,1.9499666561220192,18.779309820357838,0.3554939211545527,1.331036739648434,7.731011846287401,40.128526093561696,142.31844211170875,407.04845348789235,0.6668012271719527,0.37818130639887326,0.20279542189027705,0.42757363101766066,4793.200187880601,0.40697849105397005,7.495059531203652,84.8231267663384,0.3449965897256543,13.585791705426999,2.9497951335373194,0.9785978815358349,48.960981010419765,0.5259234694041356,324.3143315418636,47.61932293233293,122.21291019382183,556.5506483619071,9258.663361499457,696.0998439366665,42.51512504023512
