,surf_d_center,surf_charge_min,CN_sp_center,Tx_sp_skew,CN_sp_skew,M_sp_fill,surf_d_var,surf_charge_sum,M_d_kurt,M_charge_std,site_p_skew,Tx_sp_fill,M_s_kurt,CN_charge_max,surf_p_fill,M_p_var,M_charge_avg,surf_tot_skew,Tx_sp_var,CN_charge_sum,M_tot_skew,CN_tot_center,M_d_skew,surf_charge_max,M_sp_skew,CN_s_skew,CN_tot_var,M_d_center,CN_s_kurt,M_s_center,surf_d_kurt,CN_charge_std,site_charge_avg,Tx_sp_center,CN_charge_avg,CN_s_center,M_tot_fill,Tx_tDOS_at_EF,M_s_var,Tx_charge_max,site_sp_skew,site_tDOS_at_EF,M_charge_sum,site_charge_min,CN_p_kurt,surf_s_var,Tx_s_skew,Tx_tot_center,M_s_fill,M_s_skew,M_p_fill,Tx_tot_fill,site_s_fill,Tx_p_fill,surf_charge_std,site_s_center,site_charge_sum,CN_p_var,M_p_skew,surf_sp_fill,site_tot_center,surf_sp_skew,M_tDOS_at_EF,CN_tot_kurt,site_sp_fill,Tx_charge_sum,surf_tDOS_at_EF,Tx_s_center,site_sp_var,site_s_skew,CN_sp_fill,surf_tot_kurt,M_tot_center,surf_s_fill,site_s_var,Tx_s_kurt,CN_tDOS_at_EF,surf_sp_center,M_p_kurt,M_d_var,surf_p_var,surf_d_skew,site_d_kurt,surf_s_center,surf_s_kurt,site_tot_skew,Tx_s_var,M_p_center,Tx_charge_std,M_sp_kurt,Tx_s_fill,site_p_center,M_charge_min,site_d_center,CN_s_var,Tx_p_center,Tx_tot_var,Tx_p_kurt,surf_sp_kurt,Tx_p_var,site_p_kurt,surf_tot_fill,CN_sp_kurt,surf_p_kurt,M_tot_kurt,site_d_fill,Tx_tot_skew,M_d_fill,surf_tot_center,Tx_charge_avg,site_p_var,surf_p_center,site_d_skew,Tx_p_skew,surf_charge_avg,M_tot_var,site_d_var,Tx_sp_kurt,site_tot_kurt,Tx_tot_kurt,M_sp_var,site_tot_var,Tx_charge_min,surf_sp_var,CN_p_skew,CN_p_fill,surf_s_skew,CN_charge_min,CN_sp_var,site_tot_fill,CN_tot_fill,site_p_fill,site_s_kurt,site_charge_std,CN_tot_skew,CN_s_fill,site_charge_max,CN_p_center,M_sp_center,surf_p_skew,surf_d_fill,site_sp_center,site_sp_kurt,M_charge_max,surf_tot_var
0,0.454198634991766,5.204574829383886,-2.192781622198019,-383.68210722498196,-342.5811135076523,69.43090337816247,18.85423225149696,152.8306052985782,1661.7773026917923,0.03821977007163389,291.3447957106727,32.40595861165953,16357.001626927604,6.534133308056871,90.12783028242292,101.1927129719484,11.209123362559241,541.1482836792787,47.47945864367391,26.895072009478667,190.58380726798575,-2.1927816221980185,-38.860523601830415,11.271287123222749,743.6809695104275,-1510.1966575741221,57.68836024630806,0.454198634991766,26189.205462422797,6.039801926073193,1661.7773026917923,0.16339188738975124,8.950909807266981,-2.921890343974069,6.294494045023697,-4.896710488219029,97.99889445556936,0.5267524133150986,103.51324453313217,4.789615483412323,191.36651527507172,1.9212182213822615,89.67298690047393,6.839562810426539,2252.055258064386,125.94607503888818,-1429.6066232621183,-2.9218903439740695,17.446617109058213,770.107680577523,51.98428626910427,32.40595861165953,7.150923774426371,22.80889290234839,2.607912057241671,0.6364084530013896,33.059441530805685,32.083888820101436,303.31847991099716,120.91639898315472,0.24326163715954738,-34.90962942672737,7.001034727620424,8238.88444882259,26.447668593762508,36.262546388625594,8.397102881516588,-4.896710488219029,86.59234398194022,-374.8990945553388,20.686023439052953,12617.01446033763,2.028956610854922,32.39505514645204,125.02680802382993,26708.447257898475,0.5858461955449328,-0.08983650829821699,17508.752645911663,18.85423225149696,52.21863642805189,-38.860523601830415,1609.2273919791141,-0.9406000008206211,25233.14656491695,-26.647869223518306,110.13403209999902,2.5978558611774636,0.03333925749300389,17551.50529695621,9.597065709311137,0.6784060424862707,11.157299345971563,0.46119951410797105,134.36473199582207,-1.9899939248227252,47.47945864367391,985.8222848747025,12575.91005090647,18.339076597856344,10020.154973206649,154.22083473189457,8238.88444882259,6570.445978141438,6191.872905955288,6.981077107240755,-383.68210722498196,28.5679910774069,3.8977335350516777,4.7392501374407585,67.37376554891753,0.21681749986420712,-36.34383726221625,-55.84726665270997,8.390714716903634,43.70637485695094,18.268336607221105,7787.0422856533805,7833.83399798943,7787.0422856533805,106.07836658933074,49.80353155245264,4.692717241706162,76.33496196333358,47.10442747997181,15.334651110970261,-636.895895310952,6.071288511848342,57.68836024630807,33.85515777084894,20.686023439052953,19.723156889181816,25548.72610033512,2.487423320574449,-342.5811135076522,5.351372328082692,11.068637213270142,-0.867485262448646,5.731818323063137,216.7820592090888,28.5679910774069,1.3636668025725536,14866.485850886225,11.271287123222749,78.65047599461425
