,surf_Tx_Tx_length_avg,surf_Tx_CN_length_std,surf_bond_length_std,surf_CN_CN_length_max,surf_M_Tx_length_std,surf_CN_CN_length_sum,site_bond_length_max,surf_bond_length_avg,surf_M_Tx_length_min,lattice_param_gamma,surf_M_CN_length_std,surf_M_Tx_length_avg,surf_M_M_length_avg,surf_bond_length_max,surf_M_CN_length_avg,surf_M_CN_length_max,surf_Tx_Tx_length_std,surf_CN_CN_length_min,lattice_param_c,surf_CN_CN_length_std,lattice_param_alpha,lattice_param_b,lattice_param_beta,site_bond_length_std,surf_Tx_CN_length_sum,surf_CN_CN_length_avg,surf_Tx_Tx_length_sum,surf_bond_length_sum,surf_bond_length_min,surf_Tx_Tx_length_min,lattice_param_a,surf_M_Tx_length_sum,site_bond_length_min,surf_M_Tx_length_max,surf_Tx_CN_length_min,surf_M_M_length_min,site_bond_length_avg,surf_Tx_CN_length_avg,surf_M_M_length_sum,site_bond_length_sum,surf_M_CN_length_min,surf_Tx_Tx_length_max,surf_M_CN_length_sum,surf_M_M_length_std,surf_M_M_length_max,surf_Tx_CN_length_max
0,0.0,0.0,0.4524061953899436,0.0,0.13227293359970152,0.0,2.718255268805368,2.517387103452759,2.94913057033224,118.37660648686432,0.0,3.0853496815013557,3.0853496815013557,3.223532679595575,0.0,0.0,0.0,0.0,19.88066696893211,0.0,89.24066347930216,6.187546455891737,90.46644069305437,0.25982947193754635,0.0,0.0,0.0,165.83777880232392,2.090373524824345,0.0,6.179425798472688,73.60973953692817,2.132300812818716,3.223532679595575,0.0,2.94913057033224,2.3694086395496967,0.0,73.60973953692817,10.48930205021891,0.0,0.0,0.0,0.13227293359970152,3.223532679595575,0.0
