,surf_Tx_Tx_length_avg,surf_Tx_CN_length_std,surf_bond_length_std,surf_CN_CN_length_max,surf_M_Tx_length_std,surf_CN_CN_length_sum,site_bond_length_max,surf_bond_length_avg,surf_M_Tx_length_min,lattice_param_gamma,surf_M_CN_length_std,surf_M_Tx_length_avg,surf_M_M_length_avg,surf_bond_length_max,surf_M_CN_length_avg,surf_M_CN_length_max,surf_Tx_Tx_length_std,surf_CN_CN_length_min,lattice_param_c,surf_CN_CN_length_std,lattice_param_alpha,lattice_param_b,lattice_param_beta,site_bond_length_std,surf_Tx_CN_length_sum,surf_CN_CN_length_avg,surf_Tx_Tx_length_sum,surf_bond_length_sum,surf_bond_length_min,surf_Tx_Tx_length_min,lattice_param_a,surf_M_Tx_length_sum,site_bond_length_min,surf_M_Tx_length_max,surf_Tx_CN_length_min,surf_M_M_length_min,site_bond_length_avg,surf_Tx_CN_length_avg,surf_M_M_length_sum,site_bond_length_sum,surf_M_CN_length_min,surf_Tx_Tx_length_max,surf_M_CN_length_sum,surf_M_M_length_std,surf_M_M_length_max,surf_Tx_CN_length_max
0,1.0,1.0,0.050280315900946594,1.0,0.08914015858064768,1.0,0.8122707935605532,0.11976808522736304,0.18034782133858904,10.167110902988005,1.0,0.1447459696710477,0.1447459696710477,0.1671967479939425,1.0,1.0,1.0,1.0,1.8499361235177874,1.0,0.10152464684982941,0.38296790101762657,0.07317310163164253,0.25633871969629907,1.0,1.0,1.0,26.043812630509358,0.12908580777940717,1.0,0.37479207816243587,4.473266103782119,0.7435310526931403,0.1671967479939425,1.0,0.18034782133858904,0.696369854872607,1.0,4.473266103782119,6.571858868745139,1.0,1.0,1.0,0.08914015858064768,0.1671967479939425,1.0
