,surf_M_Tx_length_sum,surf_M_M_length_max,lattice_param_beta,surf_CN_CN_length_sum,surf_M_M_length_sum,lattice_param_gamma,lattice_param_c,surf_M_CN_length_avg,lattice_param_b,surf_bond_length_avg,lattice_param_a,surf_M_Tx_length_avg,surf_bond_length_min,surf_Tx_Tx_length_sum,surf_M_M_length_min,surf_Tx_Tx_length_avg,surf_Tx_CN_length_avg,site_bond_length_sum,surf_Tx_Tx_length_std,lattice_param_alpha,surf_M_M_length_avg,surf_M_Tx_length_max,surf_M_CN_length_sum,site_bond_length_min,surf_CN_CN_length_std,surf_Tx_Tx_length_max,surf_Tx_CN_length_std,site_bond_length_avg,surf_bond_length_sum,surf_M_Tx_length_min,surf_Tx_CN_length_sum,site_bond_length_max,surf_CN_CN_length_avg,surf_bond_length_std,surf_bond_length_max,surf_Tx_CN_length_min,surf_M_M_length_std,surf_M_CN_length_max,surf_M_CN_length_min,surf_CN_CN_length_max,surf_Tx_CN_length_max,surf_Tx_Tx_length_min,surf_M_Tx_length_std,surf_CN_CN_length_min,surf_M_CN_length_std,site_bond_length_std
0,4.586475883217665,0.16993038015683434,0.07286549393939314,1.0,4.586475883217665,11.979195332305403,1.7254841831722305,1.0,0.3408223263808801,0.12453997752424358,0.340550586735464,0.15256655636599106,0.12113413947949081,1.0,0.1930554029441768,1.0,1.0,6.766653963769344,1.0,0.10448248762602803,0.15256655636599106,0.16993038015683434,1.0,0.8382959313367088,1.0,1.0,1.0,0.8120113860943874,23.991215176081745,0.1930554029441768,1.0,0.9475313244079346,1.0,0.05188328071081845,0.16993038015683434,1.0,0.09304896333250723,1.0,1.0,1.0,1.0,1.0,0.09304896333250723,1.0,1.0,0.26746213418068393
