,surf_M_Tx_length_sum,surf_M_M_length_max,lattice_param_beta,surf_CN_CN_length_sum,surf_M_M_length_sum,lattice_param_gamma,lattice_param_c,surf_M_CN_length_avg,lattice_param_b,surf_bond_length_avg,lattice_param_a,surf_M_Tx_length_avg,surf_bond_length_min,surf_Tx_Tx_length_sum,surf_M_M_length_min,surf_Tx_Tx_length_avg,surf_Tx_CN_length_avg,site_bond_length_sum,surf_Tx_Tx_length_std,lattice_param_alpha,surf_M_M_length_avg,surf_M_Tx_length_max,surf_M_CN_length_sum,site_bond_length_min,surf_CN_CN_length_std,surf_Tx_Tx_length_max,surf_Tx_CN_length_std,site_bond_length_avg,surf_bond_length_sum,surf_M_Tx_length_min,surf_Tx_CN_length_sum,site_bond_length_max,surf_CN_CN_length_avg,surf_bond_length_std,surf_bond_length_max,surf_Tx_CN_length_min,surf_M_M_length_std,surf_M_CN_length_max,surf_M_CN_length_min,surf_CN_CN_length_max,surf_Tx_CN_length_max,surf_Tx_Tx_length_min,surf_M_Tx_length_std,surf_CN_CN_length_min,surf_M_CN_length_std,site_bond_length_std
0,73.20009597120404,3.1954234799770114,90.46862277114111,0.0,73.20009597120404,117.67973313106404,19.717483639541726,0.0,6.246404284277229,2.504113882732008,6.242046141963373,3.0683887125420424,2.084628759038776,0.0,2.943601622792753,0.0,0.0,10.270150401712701,0.0,89.24081790352494,3.0683887125420424,3.1954234799770114,0.0,2.0076256290369052,0.0,0.0,0.0,2.2532267892348696,167.40266209028118,2.943601622792753,0.0,2.5917979231745014,0.0,0.4449784029159402,3.1954234799770114,0.0,0.12143583271590025,0.0,0.0,0.0,0.0,0.0,0.12143583271590025,0.0,0.0,0.26432120707994106
