,site_bond_length_min,surf_Tx_Tx_length_sum,site_bond_length_sum,surf_bond_length_sum,surf_M_CN_length_std,lattice_param_a,surf_M_CN_length_sum,site_bond_length_avg,surf_M_M_length_sum,surf_CN_CN_length_max,surf_CN_CN_length_avg,surf_M_CN_length_max,surf_Tx_Tx_length_std,surf_M_M_length_std,surf_CN_CN_length_sum,surf_bond_length_min,site_bond_length_max,surf_CN_CN_length_std,surf_M_Tx_length_max,lattice_param_b,surf_Tx_CN_length_std,surf_Tx_CN_length_max,surf_Tx_Tx_length_avg,surf_M_M_length_max,surf_M_Tx_length_min,surf_bond_length_max,surf_CN_CN_length_min,surf_M_CN_length_min,surf_bond_length_avg,surf_Tx_Tx_length_min,surf_M_CN_length_avg,surf_M_Tx_length_sum,surf_bond_length_std,surf_M_Tx_length_avg,surf_Tx_CN_length_min,surf_M_M_length_min,site_bond_length_std,lattice_param_alpha,lattice_param_c,surf_Tx_Tx_length_max,surf_M_M_length_avg,surf_Tx_CN_length_avg,surf_M_Tx_length_std,surf_Tx_CN_length_sum,lattice_param_gamma,lattice_param_beta
0,0.5954363829057343,1.0,6.452222491169496,24.064080716377493,1.0,0.3422970304359326,1.0,0.5517011659497885,5.046372751626398,1.0,1.0,1.0,1.0,0.08174254168777068,1.0,0.1278981137680303,0.6667887496037068,1.0,0.16596667467762224,0.34317107610103387,1.0,1.0,1.0,0.16596667467762224,0.17096851522407508,0.16596667467762224,1.0,1.0,0.10667394986365057,1.0,1.0,5.046372751626398,0.056025326203369835,0.14091385234268633,1.0,0.17096851522407508,0.24465442279515046,0.10872064110370813,1.8767187992938805,1.0,0.14091385234268633,1.0,0.08174254168777068,1.0,10.952248390077399,0.0783454575495626
