,site_bond_length_min,surf_Tx_Tx_length_sum,site_bond_length_sum,surf_bond_length_sum,surf_M_CN_length_std,lattice_param_a,surf_M_CN_length_sum,site_bond_length_avg,surf_M_M_length_sum,surf_CN_CN_length_max,surf_CN_CN_length_avg,surf_M_CN_length_max,surf_Tx_Tx_length_std,surf_M_M_length_std,surf_CN_CN_length_sum,surf_bond_length_min,site_bond_length_max,surf_CN_CN_length_std,surf_M_Tx_length_max,lattice_param_b,surf_Tx_CN_length_std,surf_Tx_CN_length_max,surf_Tx_Tx_length_avg,surf_M_M_length_max,surf_M_Tx_length_min,surf_bond_length_max,surf_CN_CN_length_min,surf_M_CN_length_min,surf_bond_length_avg,surf_Tx_Tx_length_min,surf_M_CN_length_avg,surf_M_Tx_length_sum,surf_bond_length_std,surf_M_Tx_length_avg,surf_Tx_CN_length_min,surf_M_M_length_min,site_bond_length_std,lattice_param_alpha,lattice_param_c,surf_Tx_Tx_length_max,surf_M_M_length_avg,surf_Tx_CN_length_avg,surf_M_Tx_length_std,surf_Tx_CN_length_sum,lattice_param_gamma,lattice_param_beta
0,2.1520495446981514,0.0,10.392499288048962,165.08900347647844,0.0,6.151889155545362,0.0,2.3914513399839494,73.62250367883199,0.0,0.0,0.0,0.0,0.12940384564578572,0.0,2.050368653766692,2.7817504715605046,0.0,3.2378995616764907,6.152078052869829,0.0,0.0,0.0,3.2378995616764907,2.9652531243987754,3.2378995616764907,0.0,0.0,2.5017082818276504,0.0,0.0,73.62250367883199,0.4696023348823137,3.0992806848444268,0.0,2.9652531243987754,0.2805581904154429,89.24127387695059,19.73855924751348,0.0,3.0992806848444268,0.0,0.12940384564578572,0.0,118.29616064470031,90.46794147901333
