,c6_gb_av,covalent_radius_cordero_av,en_martynov_batsanov_av,CN_spec_heat,M_atom_vol,Tx_atom_mass,en_pauling_sum,en_gordy_sum,atomic_number_sum,CN_vdw_radius,atomic_volume_sum,Tx_atom_num,Tx_pett_num,ne_outer_std,CN_boiling_pt,ne_f_std,eig_9,M_period,eig_8,heat_of_formation_sum,M_dipole_polar,en_mulliken_av,CN_density,ne_d_av,gas_basicity_sum,atomic_weight_av,en_nagle_sum,en_allred_rochow_sum,M_heat_form,dblock_av,period_sum,Tx_atom_weight,electron_affinity_av,ground_state_magmom_av,M_atom_weight,M_glawe_num,fblock_av,group_id_sum,covalent_radius_cordero_sum,CN_melting_pt,atomic_volume_av,eig_19,en_allen_sum,en_ghosh_std,CN_pett_num,Tx_spec_heat,Tx_period,eig_2,M_group_id,lattice_constant_sum,boiling_point_sum,en_nagle_std,M_atom_radius,en_mulliken_std,Tx_vdw_radius,CN_group_id,ground_state_magmom_std,vdw_radius_std,heat_of_formation_std,M_elec_aff,eig_4,en_gordy,CN_cov_radius_cordero,M_melting_pt,en_martynov_batsanov_std,M_cov_radius_cordero,heat_of_formation_av,melting_point_av,M_fusion_heat,eig_5,vdw_radius_av,CN_heat_form,eig_7,ne_outer_sum,Tx_therm_cond,en_pauling_std,ionenergy_sum,CN_glawe_num,c6_gb_sum,en_ghosh_sum,vdw_radius_sum,en_cottrell_sutton_av,eig_11,dipole_polarizability_sum,ne_s_sum,Tx_boiling_pt,eig_0,ne_f_av,metallic_radius_sum,CN_therm_cond,en_cottrell_sutton_std,metallic_radius_std,Tx_atom_vol,atomic_radius,M_therm_cond,M_en_mulliken,eig_6,eig_3,Tx_density,Tx_atom_radius,density_std,en_allred_rochow_std,atomic_radius_sum,atomic_volume_std,fblock_sum,en_ghosh_av,ne_d_std,eig_12,M_metallic_rad_c12,fblock_std,CN_atom_weight,lattice_constant_std,group_id_av,M_density,ne_d_sum,electron_affinity_std,CN_atom_radius,CN_atom_num,en_martynov_batsanov_sum,en_cottrell_sutton_sum,lattice_constant_av,metallic_radius_av,M_spec_heat,group_id_std,M_pett_num,M_metallic_radius,atomic_number_av,atomic_radius_av,ne_outer_av,M_boiling_pt,period_av,Tx_glawe_num,M_evap_heat,c6_sum,eig_17,atomic_number_std,ionenergy_av,en_allred_rochow_av,dipole_polarizability_av,Tx_fusion_heat,dblock_sum,en_nagle_av,density_sum,atomic_weight_std,eig_16,M_vdw_radius,CN_elec_aff,eig_13,CN_dipole_polar,ne_s_std,covalent_radius_cordero_std,Tx_dipole_polar,Tx_cov_radius_cordero,sum_mass,boiling_point_av,ground_state_magmom_sum,melting_point_sum,Tx_heat_form,eig_15,density_av,atomic_weight_sum,dipole_polarizability_std,CN_en_mulliken,CN_period,Tx_melting_pt,Tx_group_id,ne_f_sum,ionenergy_std,boiling_point_std,c6_gb_std,eig_14,Tx_evap_heat,en_mulliken_sum,Tx_en_mulliken,Tx_elec_aff,dblock_std,melting_point_std,CN_atom_mass,eig_18,period_std,ne_s_av,eig_1,electron_affinity_sum,M_atom_num,M_atom_mass,eig_10,en_pauling_av,CN_atom_vol
0,135.63080875120787,14.31281112309145,0.841812033670299,0.3551061486119424,1.925800534573074,12.903886212636158,10.851735628245315,0.2125047638563135,98.09147626712006,7.4916908989861275,61.408307362675224,6.2027480236571515,40.10176673790981,1.3347308944606746,2508.5177806165148,1.1415180739992195,165.88914248394943,0.5418154795138567,182.39941785162287,1488.8277333917722,10.011750881306554,0.560574857509517,1.098209466112676,0.6222969692017946,3977.236110712353,15.655208044339767,3.1958802849858987,0.0030633892582544783,97.39616020198109,0.10666666666666665,9.160045632318607,12.903886212636158,0.7006826023192717,0.8070783549152479,27.92387928944792,2.390356924890863,1.0,61.650511802712,293.1739967792902,1876.2740078086783,2.0758426871938465,13.560557530608962,64.43916733935029,0.016784643756941886,2.497230299662042,0.24086014377254591,1.0512967770781043,2300.341696552406,0.7404291283557441,27.605240974186525,11779.444470477425,0.09548425564471877,6.614443669115576,0.3948247186428667,63.896577605985954,0.49944605993240854,0.6984972907612756,9.225728130484823,82.33056475782601,0.28234907530632913,2226.0371969806433,0.005430083660487986,0.9988921198648171,399.07375266885714,0.5214635317058157,8.0506098116292,94.98339256021545,635.374907545652,4.359721904721125,2122.0367448841257,12.050272045183755,122.0796004292786,2116.864439132578,29.341553844452758,0.09600038674950932,0.23728605548585183,46.69967207431531,0.4994460599324085,1218.1140513758014,0.9260103979408016,509.38996557080065,0.019101677344532646,132.4638436226721,146.62012366402266,8.686018674584169,223.32592354329088,4218.657274590449,1.2388393571042597,376.29131099009396,0.7811336377342869,0.012003066641764384,8.658537127149756,6.553433290213105,5.125539061067074,17.48599123925713,0.09796419955653168,2119.5710933251626,2275.7873196735163,0.6807979595829731,35.43262039752767,1.2330279346621515,9.575493312015552e-05,401.57423165513467,1.0654258591589487,1.0,0.022842458652975756,0.5593638835136777,132.25602447158215,8.750689542775953,1.0,0.9968943356250874,1.0755402720870424,2.4270114271491376,2.5247120907768625,9.18418981514176,0.5162714053660414,2.497230299662042,11.239056961510741,26.807637679488604,0.7861278137870575,0.9450909684943378,12.058838762942713,0.12233127367534084,0.5264413601408766,2.118700718262023,7.399712423103797,6.390188858601652,9.371472651295488,1.5263861978763047,655.6906320951223,0.4529511924875079,39.46486151144645,97.57156728201363,3747.1401548182876,15.371862156756725,5.679439967921503,1.121149715019034,0.00011878402975632056,12.991715061378686,2.0210369139658133,1.0,0.10609551780396555,21.302712184691558,14.021744641341247,18.386577526508386,5.7055457753974546,1.3295848456212032,130.9664113822674,1.947839633736393,0.34724388830025255,8.822739049540443,6.188799220790192,36.4130589905861,235.52487194733672,944.2751805528947,14.83333009343821,8575.699460596543,145.03443925707492,125.57527310068343,1.5118564824529304,235.52487194733672,9.113069339765078,0.817551746086378,1.0,121.10989391070527,7.631252895904163,18.92326518859586,0.7896494372857334,641.1404497473499,73.03080687843706,126.06810596020736,6.818759243394443,23.349836037157655,2.8762052356099534,1.5901366928372083,0.0073973711062415674,313.8410682654224,0.9968943356250874,14.203772014285285,0.3349124547577562,0.3774668191227396,2549.6922734975747,13.909461734825078,11.239056961510741,27.92387928944792,134.36683718348394,0.2986858300667451,5.993352719188902
