,site_sp_center,Tx_charge_avg,CN_sp_kurt,surf_s_center,CN_tDOS_at_EF,M_d_var,CN_sp_fill,surf_p_skew,CN_tot_center,Tx_tot_kurt,site_charge_max,CN_s_skew,surf_s_var,site_tot_var,M_sp_fill,Tx_s_var,Tx_sp_kurt,M_d_fill,M_tot_var,surf_d_fill,Tx_tot_fill,M_p_kurt,site_p_var,surf_p_var,M_s_skew,CN_s_fill,M_p_center,CN_charge_sum,CN_p_fill,CN_sp_center,site_tDOS_at_EF,CN_s_kurt,M_tot_kurt,surf_p_kurt,M_p_var,M_p_skew,Tx_s_skew,Tx_sp_var,Tx_p_skew,site_d_var,surf_d_center,surf_sp_kurt,site_d_fill,Tx_p_center,M_s_var,site_s_skew,CN_tot_kurt,M_s_kurt,Tx_sp_skew,CN_p_skew,site_p_skew,Tx_p_kurt,Tx_tot_var,M_d_kurt,CN_charge_std,site_d_skew,site_tot_skew,surf_charge_std,Tx_p_fill,surf_d_var,CN_charge_max,M_tDOS_at_EF,Tx_tot_center,surf_tDOS_at_EF,CN_charge_min,CN_s_var,CN_sp_var,M_s_fill,M_sp_center,Tx_tot_skew,Tx_charge_sum,surf_sp_var,site_d_center,site_d_kurt,Tx_p_var,CN_sp_skew,site_sp_var,M_charge_avg,Tx_sp_center,site_sp_fill,site_p_kurt,surf_charge_sum,M_tot_center,site_p_center,site_tot_fill,site_s_center,M_s_center,Tx_s_center,site_charge_avg,M_charge_sum,M_sp_kurt,CN_p_kurt,surf_tot_skew,CN_tot_fill,Tx_charge_std,surf_p_fill,surf_sp_center,surf_d_kurt,CN_p_center,surf_tot_kurt,CN_tot_skew,Tx_tDOS_at_EF,site_sp_kurt,CN_tot_var,site_p_fill,M_sp_skew,surf_d_skew,surf_charge_avg,M_charge_min,surf_tot_fill,CN_p_var,M_d_center,Tx_s_kurt,surf_tot_center,M_p_fill,site_charge_min,Tx_s_fill,surf_sp_skew,Tx_charge_max,surf_p_center,M_d_skew,site_tot_center,surf_sp_fill,site_s_kurt,M_sp_var,M_tot_fill,surf_s_fill,CN_charge_avg,Tx_charge_min,surf_charge_max,site_sp_skew,CN_s_center,surf_s_skew,site_charge_std,M_charge_std,site_tot_kurt,surf_charge_min,site_charge_sum,M_charge_max,surf_s_kurt,surf_tot_var,Tx_sp_fill,M_tot_skew,site_s_fill,site_s_var
0,4.358813870055405,3.1613960127613905,4337.486649762609,3.4352128416088576,0.9638232743404375,5.709474960648268,6.373059049594362,317.4152356500315,1.762409604972977,9066.192494101884,1.1622897361887028,1062.584427473268,43.194462487148776,15.292055011652542,3.0904998139941315,107.9820620262974,9066.192494101884,6.669083546171508,14.313486682710842,6.669083546171508,23.91688046330774,9196.237485813386,34.90668185046756,20.9752186082642,512.2584548821825,1.8733269782086024,5.280600596938458,6.695098023371202,4.53571729871116,1.762409604972977,1.3521455383702647,17189.767060424394,3186.1830623332366,4696.015700791922,27.20547023618442,902.8237763103032,2073.2838177805934,30.008484950234113,122.25688834395365,6.695095987298848,0.8792485386666573,5680.53225489419,3.540621927632121,2.2884058912046354,32.44183539347582,1498.0753033630215,4337.486649762608,9164.333976065718,538.2653910136904,101.82364333953672,582.8392107337835,992.3343727222195,30.008484950234113,906.5679582743868,0.034015725903581935,64.38521988079982,378.87800068291335,1.002053395172834,19.11666257929845,5.709474960648268,0.5195318615885206,3.837621589385719,2.8793260154041604,4.21459722628831,0.4616853129678559,44.95267819532607,13.440737464092631,0.8627681845799686,1.6085073714089044,538.2653910136903,25.285360058189134,15.905611329589664,0.8634475683759546,956.9087885967872,17.002457666542384,336.21755962872237,22.76046094945595,0.9344029413832892,2.8793260154041604,9.59682692778019,8408.572372208106,23.805339463975127,0.7731284877707838,4.371286470049102,11.217781635886334,5.76372727209249,1.726769903676758,6.716782141155618,1.928466847617195,7.475223531066313,8598.353831974522,885.1422048732057,335.83764316849675,6.373059049594363,0.06461517252687107,19.06968662373891,2.4550499777634576,906.5679582743868,1.3039866187250042,5258.243620511097,336.21755962872237,0.6640044017399045,7298.506057079875,13.44073746409263,7.191948660760753,490.66877157015426,64.61139151825768,1.2061315077423989,0.9204643784306613,23.796803063446355,6.6462154267564895,0.8792485386666573,36976.05547760456,1.3562114431297436,3.236098387604836,3.2473052358878856,5.391331978851241,445.2054717673132,3.207028649104791,2.537727573731347,64.61139151825768,2.305607539561534,25.428461080548967,21816.53007583888,29.20989441696094,8.317278776788761,5.402891361169215,0.4872055540965256,3.121027681610136,0.9477972624539478,734.0217673435345,6.716782141155618,968.5059569284923,2.704814884924326,0.025569156715544775,4827.669079959171,1.8198540351816954,11.0392594734343,0.9477972624539478,16319.010132323192,15.613662750049965,23.91688046330774,159.3755531599801,2.2940937285374643,58.9265274758843
