,ne_d_av,Tx_elec_aff,CN_pett_num,group_id_std,boiling_point_av,en_nagle_std,ne_s_std,Tx_period,period_sum,covalent_radius_cordero_sum,eig_18,group_id_sum,Tx_atom_mass,ne_d_std,ground_state_magmom_av,en_pauling_av,atomic_number_std,electron_affinity_std,c6_gb_av,fblock_std,Tx_melting_pt,M_metallic_rad_c12,eig_19,M_density,en_nagle_av,boiling_point_sum,covalent_radius_cordero_std,CN_boiling_pt,density_std,eig_16,ionenergy_sum,atomic_radius_av,density_av,M_metallic_radius,Tx_en_mulliken,CN_dipole_polar,eig_1,Tx_atom_num,gas_basicity_sum,CN_therm_cond,en_mulliken_av,heat_of_formation_sum,M_atom_mass,M_melting_pt,metallic_radius_av,eig_14,CN_atom_weight,eig_9,electron_affinity_sum,lattice_constant_std,atomic_number_sum,en_ghosh_std,ground_state_magmom_sum,M_cov_radius_cordero,en_allen_sum,atomic_weight_sum,en_nagle_sum,Tx_dipole_polar,eig_6,en_mulliken_sum,vdw_radius_std,CN_atom_vol,fblock_av,melting_point_std,CN_cov_radius_cordero,Tx_group_id,CN_atom_num,M_vdw_radius,eig_11,CN_spec_heat,Tx_glawe_num,melting_point_sum,metallic_radius_sum,CN_atom_mass,ionenergy_av,M_dipole_polar,Tx_evap_heat,en_ghosh_av,en_allred_rochow_std,CN_group_id,CN_vdw_radius,CN_heat_form,CN_en_mulliken,en_cottrell_sutton_std,dblock_av,CN_density,Tx_therm_cond,en_allred_rochow_sum,eig_8,Tx_vdw_radius,eig_15,M_en_mulliken,eig_12,electron_affinity_av,en_pauling_sum,eig_13,dipole_polarizability_av,atomic_number_av,CN_melting_pt,en_martynov_batsanov_av,CN_atom_radius,en_allred_rochow_av,Tx_spec_heat,en_gordy,en_martynov_batsanov_sum,M_heat_form,ne_f_sum,dipole_polarizability_sum,en_pauling_std,dblock_sum,atomic_volume_std,density_sum,ground_state_magmom_std,ne_d_sum,group_id_av,CN_elec_aff,eig_7,covalent_radius_cordero_av,eig_10,Tx_density,ionenergy_std,M_atom_vol,ne_f_std,atomic_volume_av,ne_s_av,ne_outer_av,Tx_atom_vol,melting_point_av,dblock_std,M_elec_aff,M_glawe_num,ne_f_av,lattice_constant_sum,metallic_radius_std,Tx_fusion_heat,M_atom_weight,ne_outer_std,CN_period,M_period,heat_of_formation_av,M_boiling_pt,period_std,c6_gb_sum,atomic_weight_std,M_therm_cond,eig_2,Tx_pett_num,fblock_sum,atomic_radius_sum,Tx_atom_weight,M_spec_heat,c6_sum,Tx_atom_radius,vdw_radius_sum,atomic_radius,eig_0,M_atom_radius,ne_s_sum,vdw_radius_av,en_mulliken_std,Tx_boiling_pt,eig_17,en_martynov_batsanov_std,Tx_heat_form,M_evap_heat,CN_glawe_num,atomic_volume_sum,Tx_cov_radius_cordero,M_group_id,ne_outer_sum,period_av,c6_gb_std,eig_3,en_cottrell_sutton_sum,M_atom_num,en_cottrell_sutton_av,heat_of_formation_std,en_gordy_sum,sum_mass,M_pett_num,boiling_point_std,lattice_constant_av,M_fusion_heat,dipole_polarizability_std,atomic_weight_av,eig_5,en_ghosh_sum,eig_4
0,0.5980869320161734,1.662062274681513,2.4814413416829533,0.4897870820769731,899.6410101727483,0.09219214978303077,0.29566595209061614,0.9417862207581581,9.257457065638109,268.1566869677545,12.631958324793901,56.20693140580595,9.966190971216253,0.48111393785511597,0.7431502808365715,0.2679330283522478,9.698834311821745,0.4069163727992053,141.85046707262865,1.0,104.96336372023352,7.6270436674976985,12.09230916823808,5.205358277041715,0.10414895488330916,11950.074317899222,6.492346322605599,2492.6574565473597,2.5806766225714126,16.169273779048872,48.034564995915744,8.868977601512395,2.65930923574251,6.33578814893814,3.010376919492082,1.9355242465127036,5895.812876483089,4.856726488497779,3756.4354374067716,0.7761948516784277,0.573030014864173,1724.575970459588,51.78446973801113,604.2820185885132,14.059101621582139,88.22666278200123,0.9905913835998351,116.84169278618394,15.049945807633147,1.0022570222486695,158.66770685289023,0.024199898434663913,13.6980641437252,7.179183623632017,66.54985830780481,414.50376406257527,3.2969902988656092,5.247855768271348,4929.155542564668,24.01728249795787,7.194007747070558,5.955459220039088,1.0,365.47998486988774,0.9925765366731814,7.132200845251424,19.727577631607563,5.394617613556485,92.76936592562333,0.35286095878731594,39.149817127978096,8650.069413403218,344.5130491750097,0.9905913835998351,1.1460600297283459,13.959640968443987,4.371169848309311,0.031874194660151595,9.741656127636048e-05,0.4962882683365906,7.444324025048859,121.30774142951286,0.8123827033407267,0.011113744737997725,0.10851275621559311,1.091265940273254,0.08317590147234814,0.0031833288839351677,129.54686983675828,63.59682144250199,87.92436116757429,0.21768850086554278,92.7899176539903,0.7643263175975812,10.80232010831123,91.78227902334953,12.998000321740793,10.085963069679307,1864.4111005427533,0.7672749438313902,2.4814413416829533,0.00012178825498337943,0.21422284499840605,0.005187163330512843,26.91891380180211,130.90853418003383,50.123354046703234,155.92297599607335,0.23001280487349893,1.0,0.9246077707466498,41.45616087357169,0.6103777177717761,7.923667979160516,1.8977752257747285,1.3211784286159363,4903.220377826511,12.998987524019807,94.05541148378546,0.6055285011402841,0.7820133222369242,1.6516195927137074,3.04450391537797,1.7750901071675895,0.32567287203009876,3.2180430814778136,6.6482614628526315,605.0181393153139,0.007525398070198723,0.28203261554457165,2.5149661597155224,2.985834587038292,26.316985122139634,8.600632958488125,0.952046774271058,51.78446973801113,2.953820780882961,1.0,0.7659611568422308,95.801337148355,862.6670899223304,0.41389779394361287,1557.2103274002102,25.38120065316716,52.9911025021533,5400.925999163583,40.815126405076604,1.0,397.1518864252837,9.966190971216253,0.1443981381997663,3542.1949422855387,30.734034854962236,513.3519710345759,4.046254638333968,9600.68320015892,6.406460170883005,8.51861708890461,10.169112166810825,0.3910066611184621,196.9663539415458,13.597221044106327,0.48759934610695294,175.92074524354842,139.97352459538632,0.49628826833659057,57.19847819109919,32.50339927157544,0.7350904199437377,56.72314963834504,0.5006569825448636,90.14789021175702,5236.838584205694,0.7966675167468594,19.727577631607563,0.017343727439655364,92.81919095582718,0.20991603688846974,414.50376406257527,2.181030425748886,677.731770443927,0.8658067377555375,5.915600197269688,8.316383548008256,26.20352202530568,4939.74084324401,1.0384688241592621,5164.319660081676
