# c0 + a0 * surf_bond_length_sum
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.601567810107749; Max AE: 2.09577432662724
# Coefficients
# Task   a0                      c0
# all ,  7.988217384637004e-01, -1.855435291311553e-16, 
# Feature Rung, Units, and Expressions
# 0;  0; Unitless;                                         11; surf_bond_length_sum; $surf_{bond, length, sum}$; surf_bond_length_sum; surf_bond_length_sum
# Number of Samples Per Task
# Task, n_samples               
# all , 211                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
sample_0    ,  3.115458680505624e-01,  2.132922638750792e-01,  2.670085872791652e-01
sample_1    , -6.203848617387741e-01, -1.157115146676921e-01, -1.448527363441925e-01
sample_2    ,  7.513512606465996e-01,  4.078119323752961e-01,  5.105168183825380e-01
sample_3    ,  3.236213414409967e-01,  2.204281660103278e-01,  2.759416217618927e-01
sample_4    , -1.263980548035660e+00, -1.519613262829915e+00, -1.902318364235362e+00
sample_5    ,  8.196961398138903e-01,  2.409956244592391e-01,  3.016888660575560e-01
sample_6    , -4.234684172968203e-02,  1.520169804435101e-01,  1.903015067364973e-01
sample_7    ,  1.885896747217228e-01,  1.342901678728874e-02,  1.681103072271882e-02
sample_8    ,  8.187132870092673e-01,  6.528640160349297e-01,  8.172837375338866e-01
sample_9    ,  7.628593703405774e-01,  6.778881475316360e-01,  8.486100401265436e-01
sample_10   ,  1.155154906790374e-01, -2.215351949314662e-01, -2.773274489969740e-01
sample_11   , -6.601407096173287e-01, -1.523828077076427e+00, -1.907594653103787e+00
sample_12   ,  7.217373307392069e-01,  5.927988884466587e-01,  7.420915830191775e-01
sample_13   ,  8.258964111862611e-01,  5.307972365630114e-01,  6.644752026701783e-01
sample_14   , -1.588870096472677e+00, -1.523828077076427e+00, -1.907594653103787e+00
sample_15   , -1.306805782942450e+00, -1.519613262829915e+00, -1.902318364235362e+00
sample_16   , -4.914056689852132e-01, -1.157115146676921e-01, -1.448527363441925e-01
sample_17   ,  2.467801920517617e-01,  1.072649989441568e-01,  1.342790184333864e-01
sample_18   , -2.319759606923586e+00, -1.460916438906046e+00, -1.828839112109906e+00
sample_19   , -6.372433227465039e-01, -1.583109630849235e+00, -1.981805895635592e+00
sample_20   ,  2.180072209339664e-01,  5.209701869564367e-01,  6.521732720473662e-01
sample_21   , -2.992353523349867e-01,  5.642327274609977e-01,  7.063312129513830e-01
sample_22   ,  4.211526043798416e-02,  4.283219542942369e-01,  5.361921611171835e-01
sample_23   , -2.069000356978415e+00, -1.508166813917282e+00, -1.887989198713844e+00
sample_24   ,  1.874002453037688e-01,  1.342901678728874e-02,  1.681103072271882e-02
sample_25   ,  6.943714929309721e-01,  6.582543386400537e-01,  8.240315791931416e-01
sample_26   ,  4.372652784271939e-01,  6.334077221621038e-01,  7.929274976670994e-01
sample_27   ,  6.880050768711229e-01,  5.738001650982015e-01,  7.183081499531275e-01
sample_28   , -3.978268401166277e-02, -5.252978106429072e-02, -6.575907807080486e-02
sample_29   , -4.083688729350315e-02,  1.520169804435101e-01,  1.903015067364973e-01
sample_30   ,  9.493525296401219e-02, -2.215351949314662e-01, -2.773274489969740e-01
sample_31   ,  7.956386281871095e-01,  6.520491507901456e-01,  8.162636535707845e-01
sample_32   ,  2.376454624912727e-01, -5.252978106429072e-02, -6.575907807080486e-02
sample_33   , -2.217080114490598e+00, -1.463712864508500e+00, -1.832339800020369e+00
sample_34   ,  8.066515316012562e-01,  1.014161951790915e+00,  1.269572299999445e+00
sample_35   ,  3.339946812830672e-01, -2.402322449120973e-01, -3.007332341432188e-01
sample_36   , -1.596296529646721e-01,  4.975458445034091e-01,  6.228496553690350e-01
sample_37   , -1.794846178009260e+00, -1.508166813917282e+00, -1.887989198713844e+00
sample_38   , -1.368375000111447e+00,  7.273993265157931e-01,  9.105903000520902e-01
sample_39   ,  7.385693326124785e-01,  1.569587187955425e-01,  1.964877910025418e-01
sample_40   ,  7.331808427715989e-01,  5.307972365630114e-01,  6.644752026701783e-01
sample_41   , -1.117758111355730e+00, -1.583109630849235e+00, -1.981805895635592e+00
sample_42   ,  8.303329667676390e-01,  4.102223389728044e-01,  5.135342708145963e-01
sample_43   ,  8.120322918074160e-01,  6.528640160349297e-01,  8.172837375338866e-01
sample_44   ,  7.219613627378784e-01,  6.124044542137609e-01,  7.666346879737419e-01
sample_45   ,  7.599466995289635e-01,  5.618664022280246e-01,  7.033689434999731e-01
sample_46   ,  8.163073744643262e-01,  5.618664022280246e-01,  7.033689434999731e-01
sample_47   ,  8.221776498904934e-01,  4.102223389728044e-01,  5.135342708145963e-01
sample_48   ,  2.606250769099523e-02,  4.283219542942369e-01,  5.361921611171835e-01
sample_49   ,  2.298983722613784e-01, -4.027049094879939e-02, -5.041236237041784e-02
sample_50   ,  6.684471046022465e-01, -5.902890488933298e-02, -7.389496560629108e-02
sample_51   ,  7.939295719496772e-01,  6.334077221621038e-01,  7.929274976670994e-01
sample_52   , -1.860082210422739e-01,  8.367234663968595e-02,  1.047447041196017e-01
sample_53   ,  7.463253416473425e-01,  1.569587187955425e-01,  1.964877910025418e-01
sample_54   ,  1.011046138344763e+00,  3.200360605714140e-01,  4.006351419365600e-01
sample_55   ,  8.233616006060284e-01,  7.450859247703188e-01,  9.327311575211679e-01
sample_56   ,  4.347300431383949e-01,  6.778881475316360e-01,  8.486100401265436e-01
sample_57   ,  5.958426020537280e-01, -4.027049094879939e-02, -5.041236237041784e-02
sample_58   ,  2.599756980211103e-01, -5.306541509798752e-01, -6.642960818773320e-01
sample_59   ,  7.658301408207886e-01,  7.597633446095030e-01,  9.511049938008516e-01
sample_60   , -2.309498813964998e+00, -1.460916438906046e+00, -1.828839112109906e+00
sample_61   ,  1.735449597931747e-01,  1.990599147533284e-01,  2.491919099950410e-01
sample_62   ,  5.846641485403489e-01,  1.072649989441568e-01,  1.342790184333864e-01
sample_63   ,  1.109174871975080e+00,  1.014161951790915e+00,  1.269572299999445e+00
sample_64   ,  8.099725564683211e-01,  4.360947845478444e-01,  5.459225300835517e-01
sample_65   ,  8.101117748424803e-01,  4.078119323752961e-01,  5.105168183825380e-01
sample_66   ,  2.487265735679660e-01,  1.072649989441568e-01,  1.342790184333864e-01
sample_67   ,  7.839346019717865e-01,  9.347522504420440e-01,  1.170163761742096e+00
sample_68   ,  8.073832986794466e-01,  3.599283265707821e-01,  4.505740257682508e-01
sample_69   , -1.955945783416340e+00, -1.523828077076427e+00, -1.907594653103787e+00
sample_70   ,  8.339373549499466e-01,  4.975458445034091e-01,  6.228496553690350e-01
sample_71   ,  7.183545112596225e-01,  7.450859247703188e-01,  9.327311575211679e-01
sample_72   , -1.355232879588689e+00, -1.484970849164235e+00, -1.858951475231685e+00
sample_73   , -4.119254863627209e-01,  1.520169804435101e-01,  1.903015067364973e-01
sample_74   ,  8.251737328052078e-01,  2.597979269105366e-01,  3.252264108512895e-01
sample_75   , -1.945836949982760e+00, -1.827922899986050e+00, -2.288273856319338e+00
sample_76   ,  7.746948003398922e-01,  6.124044542137609e-01,  7.666346879737419e-01
sample_77   ,  7.636636770724777e-01,  6.520491507901456e-01,  8.162636535707845e-01
sample_78   ,  8.414316181663918e-01,  5.618664022280246e-01,  7.033689434999731e-01
sample_79   , -7.684656810142559e-01, -1.632886028224971e+00, -2.044118167546803e+00
sample_80   , -3.833036207027726e-02,  3.929618644052391e-01,  4.919268536194149e-01
sample_81   , -1.393952404282432e+00,  2.179445394163433e-01,  2.728325093349312e-01
sample_82   ,  7.474413820006974e-01,  1.569587187955425e-01,  1.964877910025418e-01
