,surf_sp_kurt,site_p_fill,CN_sp_skew,CN_p_kurt,site_sp_center,M_tot_skew,M_s_skew,CN_sp_fill,Tx_charge_max,CN_s_kurt,M_p_var,Tx_s_center,Tx_s_var,site_s_skew,site_s_fill,CN_s_fill,site_sp_kurt,surf_p_skew,surf_d_fill,site_tot_center,surf_tot_skew,Tx_p_skew,surf_p_var,M_d_skew,surf_d_skew,surf_sp_fill,CN_s_var,M_s_center,Tx_tot_var,surf_s_var,Tx_charge_avg,site_p_var,surf_charge_std,surf_s_fill,surf_tot_kurt,M_charge_sum,surf_tDOS_at_EF,M_d_fill,CN_charge_min,surf_p_kurt,Tx_tDOS_at_EF,site_s_kurt,Tx_sp_fill,Tx_tot_center,site_tDOS_at_EF,M_p_skew,Tx_tot_kurt,M_d_kurt,CN_p_fill,M_p_kurt,surf_tot_var,CN_tDOS_at_EF,site_d_fill,site_p_skew,surf_charge_min,Tx_sp_var,CN_sp_var,surf_p_fill,surf_charge_avg,CN_charge_max,site_sp_var,M_tot_kurt,CN_tot_kurt,Tx_s_fill,M_sp_skew,M_s_var,CN_charge_avg,M_sp_fill,M_sp_kurt,M_tot_var,site_sp_skew,M_sp_center,site_d_center,CN_charge_std,CN_sp_center,site_d_var,M_s_fill,surf_tot_center,M_sp_var,Tx_charge_std,surf_tot_fill,site_s_center,surf_charge_sum,surf_p_center,surf_sp_skew,M_d_center,surf_charge_max,M_s_kurt,Tx_p_center,site_charge_std,surf_d_var,Tx_p_fill,site_tot_var,CN_p_center,surf_sp_center,site_p_kurt,Tx_sp_kurt,site_tot_fill,Tx_sp_skew,Tx_tot_fill,CN_s_skew,site_charge_max,M_charge_avg,Tx_s_skew,M_tDOS_at_EF,CN_charge_sum,M_charge_max,surf_sp_var,CN_sp_kurt,site_sp_fill,Tx_charge_min,site_p_center,M_tot_fill,M_charge_std,surf_s_center,Tx_charge_sum,CN_p_skew,CN_s_center,CN_tot_center,M_d_var,surf_s_kurt,M_p_center,site_s_var,CN_p_var,site_charge_avg,site_charge_min,surf_s_skew,site_charge_sum,M_p_fill,CN_tot_fill,site_d_kurt,Tx_s_kurt,M_tot_center,CN_tot_var,site_tot_skew,site_tot_kurt,CN_tot_skew,site_d_skew,surf_d_center,M_charge_min,Tx_p_var,Tx_p_kurt,Tx_sp_center,Tx_tot_skew,surf_d_kurt
0,12542.466080097824,19.205765672279817,-301.9500322678532,2352.2753717154646,1.8941997186699633,213.5496310294739,825.5822464389987,21.3716310079527,4.3995261623036654,24595.349584615473,104.24381096440966,-4.823579526851095,104.58236504115507,-230.96307552396402,7.084373725584581,5.565739421207406,15036.605658161834,254.02805523659697,29.117108940409217,0.45651693308638686,611.6291878936413,-23.23997150391165,51.8823468505954,-32.97420328680152,-32.97420328680152,117.44430265161459,130.38578934459127,6.10124333980119,44.05457042430193,123.42212858386365,4.34371164921466,69.95258004052879,2.7053159669033673,31.75438402534795,13341.50237140626,90.37843013089005,8.70821320418848,29.117108940409217,6.003462387434556,6751.645001096731,0.5963215487407634,23750.464146851635,28.218001971372363,-2.329480580600945,1.9867766107815343,362.56302799433513,7109.173618318496,1693.6702461617283,15.805891586745295,18240.94966433309,81.14299552653661,0.72313673643969,7.0746535306854055,321.20219731669533,5.1373115706806285,44.05457042430193,56.54852169056461,87.31125177411096,8.388967609947644,6.472057513089005,87.60635126749844,6477.200875167059,7912.085381166272,8.649685859319163,810.2244911447964,106.56908844154464,6.22770117212042,69.47600282013383,18508.14420472293,45.08538390485396,289.21726618413896,5.824596832330924,0.5270845291043252,0.1647793242365742,-1.9671479547163286,18.51719578754671,17.53895874482138,4.169558563156997,109.30038775784918,0.03760581874846313,151.48132211966958,0.8178180368597929,150.13724279581155,0.6061277785248037,24.067036587918803,0.5016548952230979,11.364937895287957,17325.99756070003,-1.3835662363207164,2.4069333438962928,19.468211562579146,19.5683161120532,49.486629168827186,-0.6640792196233667,0.27332848795962916,10915.277480202398,7109.173618318496,33.36479292854981,-318.94630195799095,28.218001971372363,-1398.1765887609279,11.052819083769633,11.297303766361257,-1291.5809221573033,6.99992362936078,27.59794764397906,11.364937895287957,76.2828910240551,7912.085381166272,25.838858151797723,4.291182115183246,1.0163332700065804,98.59311176054304,0.04133340569636563,-0.8165053602175862,32.1608650209424,63.59372206948124,-4.823579526851095,-1.9671479547163286,19.468211562579146,23984.154154308988,2.700388074890937,121.28127862927312,31.922710933409345,8.90430832417103,6.829143335078533,-534.6460824370959,32.63351762827225,51.93704407531245,21.3716310079527,1608.1833261579693,23968.327256113218,2.0959466781227163,56.54852169056461,16.322869537355007,7628.175915785477,-301.95003226785315,-28.491684174402433,0.5016548952230979,11.242144486910995,15.378528101267566,893.5865323774127,-2.3294805806009444,-318.946301957991,1693.6702461617283
