# c0 + a0 * (surf_bond_length_sum + lattice_param_c)
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.72414435950112; Max AE: 1.60428055883955
# Coefficients
# Task   a0                      c0
# all ,  4.235938033132910e-01, -1.379604850131421e-15, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         37|7|add; (surf_bond_length_sum + lattice_param_c); $\left(surf_{bond, length, sum} + lattice_{param, c}\right)$; (surf_bond_length_sum + lattice_param_c); surf_bond_length_sum,lattice_param_c
# Number of Samples Per Task
# Task, n_samples               
# all , 191                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
sample_67   ,  1.322307579187809e+00,  1.526043685154703e-01,  3.602610975935480e-01
sample_68   ,  1.105398899289431e+00, -9.377173637392688e-02, -2.213718322611337e-01
sample_69   ,  5.882307291037275e-01,  2.921848481866785e-02,  6.897760210401183e-02
sample_70   ,  1.403060937884271e+00,  9.630511235757129e-01,  2.273525051695431e+00
sample_71   ,  4.179482560341836e-02, -1.641767041704464e-01, -3.875805143660697e-01
sample_72   ,  1.044938442808791e-01,  1.069867994834671e+00,  2.525693214740904e+00
sample_73   , -1.371996605296394e+00, -9.986088159414487e-01, -2.357467951916364e+00
sample_74   , -5.824386467881182e-02, -4.387252257740149e-01, -1.035721538753321e+00
sample_75   ,  1.316921203657170e+00,  1.526043685154703e-01,  3.602610975935480e-01
sample_76   , -1.913439302648285e-01,  8.431557267836164e-02,  1.990481730819915e-01
sample_77   ,  2.615566878383235e-01,  8.920100756159165e-02,  2.105814741950315e-01
sample_78   ,  2.722099154462537e-01, -2.323782953993964e-01, -5.485875704076990e-01
sample_79   , -1.125194942406280e+00, -1.083956485671516e+00, -2.558952650376279e+00
sample_80   ,  1.144683531465042e+00,  1.297677202684426e-01,  3.063494301697032e-01
sample_81   , -8.996696257742992e-01, -9.869437947891193e-01, -2.329929727652725e+00
sample_82   ,  1.206876606666530e+00, -3.786312405641610e-02, -8.938545313990598e-02
sample_83   , -1.124856879182589e+00, -9.133968729633002e-01, -2.156303670683653e+00
sample_84   , -7.863443687304406e-01, -1.083956485671516e+00, -2.558952650376279e+00
sample_85   , -7.844604950229476e-01, -9.249047940520174e-01, -2.183471020627642e+00
sample_86   , -1.426333690148897e-01,  1.869516611061278e-01,  4.413465438913876e-01
sample_87   , -3.103507001489021e-01, -6.467166300152088e-02, -1.526737702385325e-01
sample_88   , -2.034396072984968e-01,  1.260537447092067e+00,  2.975816542244768e+00
sample_89   ,  2.408535342476809e+00,  1.148913973893477e+00,  2.712301183130715e+00
sample_90   ,  3.248944683080119e-01,  1.132776707889165e+00,  2.674205097026319e+00
sample_91   ,  6.564721269977320e-04, -2.850127686572877e-01, -6.728445185646169e-01
sample_92   ,  2.513366875112233e+00,  1.117181040008761e+00,  2.637387589880516e+00
sample_93   ,  1.280502599190328e-01, -6.874286940635012e-02, -1.622848796858021e-01
sample_94   ,  2.276116921145048e+00,  1.045758720448919e+00,  2.468777192369537e+00
sample_95   ,  8.208228313924362e-01,  1.158761904302670e+00,  2.735549706438100e+00
sample_96   , -5.603622190312795e-02, -4.387252257740149e-01, -1.035721538753321e+00
sample_97   ,  3.704961165717614e-01,  4.208784492220158e-02,  9.935897218750078e-02
sample_98   , -1.208327995079399e+00, -1.106634656635606e+00, -2.612490192206931e+00
sample_99   ,  1.400692844342275e+00,  9.746122474620522e-01,  2.300818000260566e+00
sample_100  ,  9.547910169160603e-01,  1.129907695572846e-01,  2.667432069909619e-01
sample_101  ,  1.203403822784711e+00,  8.399392036547811e-01,  1.982888316790511e+00
sample_102  ,  1.071668001536855e+00,  1.292206158298523e+00,  3.050578521666441e+00
sample_103  , -1.234324800530492e+00, -7.890378687478493e-02, -1.862722878795895e-01
sample_104  ,  3.751776904570919e-01,  9.357135150377998e-01,  2.208987732395474e+00
sample_105  ,  6.887741463409074e-01,  7.662250653171887e-01,  1.808867503074610e+00
sample_106  , -1.258232313573642e+00, -6.642008801516884e-02, -1.568013684233313e-01
sample_107  , -1.024277748285577e+00, -8.084525899503882e-01, -1.908556224446119e+00
sample_108  , -1.536587774880273e+00, -8.084525899503882e-01, -1.908556224446119e+00
sample_109  ,  7.272814633777750e-01,  1.129907695572846e-01,  2.667432069909619e-01
sample_110  , -1.493732732793762e+00, -9.014197284718579e-01, -2.128028600562800e+00
sample_111  ,  1.157664490109502e+00,  1.297677202684426e-01,  3.063494301697032e-01
sample_112  , -8.886803335150877e-01,  1.994923084169596e-01,  4.709519045287259e-01
sample_113  , -1.323029270669934e+00, -1.083956485671516e+00, -2.558952650376279e+00
sample_114  , -1.147928785840820e-01, -1.214704056603106e-01, -2.867615265147526e-01
sample_115  , -4.227680395476078e-01, -9.923100369310733e-02, -2.342598095556050e-01
sample_116  ,  1.435630648819219e-01, -1.887579917306491e-02, -4.456108428739913e-02
sample_117  , -4.257186306718829e-01, -8.493582883861318e-02, -2.005124441723550e-01
sample_118  , -1.125220750087799e+00, -9.133968729633002e-01, -2.156303670683653e+00
sample_119  ,  8.960280603756311e-01,  1.297677202684426e-01,  3.063494301697032e-01
sample_120  , -5.950896234371852e-02, -6.467166300152088e-02, -1.526737702385325e-01
sample_121  ,  6.455886443141616e-01,  8.399392036547811e-01,  1.982888316790511e+00
sample_122  ,  2.309959202678488e-01,  9.984512529235240e-01,  2.357095984676311e+00
sample_123  , -1.273783569372800e+00,  1.869897310324163e-01,  4.414364175533503e-01
sample_124  , -3.086702031211962e-01,  1.994923084169596e-01,  4.709519045287259e-01
sample_125  , -1.285645341286180e-01, -1.681490190007193e-01, -3.969581653118625e-01
