,en_ghosh_std,ionenergy_sum,eig_0,M_heat_form,vdw_radius_av,electron_affinity_sum,eig_12,Tx_heat_form,CN_en_mulliken,eig_10,ne_f_std,en_mulliken_sum,lattice_constant_std,eig_1,dblock_sum,fblock_sum,CN_period,CN_pett_num,CN_atom_vol,Tx_boiling_pt,eig_9,sum_mass,ne_outer_sum,M_evap_heat,Tx_en_mulliken,ne_s_sum,Tx_elec_aff,c6_sum,M_atom_radius,heat_of_formation_av,dipole_polarizability_std,M_therm_cond,en_ghosh_sum,ne_d_std,eig_5,M_metallic_rad_c12,en_pauling_std,atomic_number_av,Tx_dipole_polar,metallic_radius_sum,eig_6,CN_atom_radius,M_atom_num,eig_15,CN_spec_heat,lattice_constant_av,ne_d_sum,atomic_radius_av,Tx_atom_num,Tx_pett_num,c6_gb_av,atomic_weight_std,en_martynov_batsanov_av,en_nagle_std,ne_f_av,M_pett_num,en_cottrell_sutton_av,en_allred_rochow_av,Tx_therm_cond,period_sum,M_boiling_pt,eig_2,period_std,en_mulliken_std,CN_heat_form,Tx_group_id,Tx_atom_mass,M_atom_vol,eig_8,CN_glawe_num,CN_atom_mass,ionenergy_av,CN_vdw_radius,atomic_volume_av,ionenergy_std,en_pauling_sum,M_vdw_radius,atomic_weight_sum,CN_group_id,dblock_av,M_density,group_id_std,en_nagle_sum,en_ghosh_av,Tx_density,c6_gb_sum,CN_cov_radius_cordero,electron_affinity_av,Tx_melting_pt,atomic_radius,melting_point_sum,atomic_number_std,fblock_av,density_sum,M_group_id,covalent_radius_cordero_std,melting_point_av,eig_17,ne_s_std,M_period,gas_basicity_sum,electron_affinity_std,en_martynov_batsanov_sum,CN_therm_cond,dipole_polarizability_sum,atomic_volume_std,Tx_spec_heat,Tx_cov_radius_cordero,CN_atom_weight,CN_elec_aff,en_allen_sum,ne_f_sum,metallic_radius_av,Tx_atom_radius,Tx_atom_vol,fblock_std,atomic_weight_av,M_elec_aff,boiling_point_av,en_cottrell_sutton_std,dblock_std,Tx_evap_heat,ne_outer_av,ground_state_magmom_std,en_gordy_sum,heat_of_formation_std,CN_dipole_polar,en_pauling_av,en_martynov_batsanov_std,eig_16,M_dipole_polar,heat_of_formation_sum,M_melting_pt,CN_atom_num,ne_s_av,lattice_constant_sum,M_cov_radius_cordero,eig_18,vdw_radius_sum,en_gordy,atomic_radius_sum,eig_7,vdw_radius_std,M_metallic_radius,eig_4,M_en_mulliken,eig_19,ground_state_magmom_sum,c6_gb_std,M_atom_weight,covalent_radius_cordero_sum,atomic_volume_sum,group_id_sum,boiling_point_sum,ne_outer_std,en_allred_rochow_std,density_av,atomic_number_sum,CN_boiling_pt,Tx_glawe_num,M_fusion_heat,eig_13,group_id_av,eig_11,dipole_polarizability_av,CN_density,en_cottrell_sutton_sum,Tx_atom_weight,eig_14,period_av,CN_melting_pt,ne_d_av,M_spec_heat,metallic_radius_std,Tx_fusion_heat,density_std,en_mulliken_av,melting_point_std,boiling_point_std,covalent_radius_cordero_av,M_atom_mass,en_nagle_av,Tx_period,ground_state_magmom_av,Tx_vdw_radius,en_allred_rochow_sum,M_glawe_num,eig_3
0,0.026286888864765528,47.2506917859935,9430.522882788906,127.75589569498689,12.066665206914001,14.779077453858738,127.23202618371094,140.73913454742802,0.8161676993907071,129.47765820267523,2.9887930202761117,23.62534589299675,0.8456008812133176,5791.901307841292,1.0,1.0,1.0,2.4930026977259914,5.9832064745423805,159.54139468877474,160.58056982770856,414.3491840397602,54.92753227734507,136.66384877266947,2.9221401825610105,8.349095641207406,1.6597105473398623,3600.4171196816656,5.9336595062990565,105.29149878149596,8.746826778731615,47.41838339143449,0.9945288605697771,0.5167349696692888,4846.408478699635,7.249537288597697,0.24551155780791098,10.159942000025946,5.297005489187822,356.6016486007667,4836.828710883365,2.4930026977259914,19.577193010132888,120.43317650037186,0.354504983616636,0.7541434467697906,8.472713907025383,9.28347496810483,5.937845888900444,39.69997452286218,129.36160678118108,25.160339218350998,0.8889900186249262,0.10219295612578164,2.9545767845654463,2.0776270587201666,0.01957619591124259,0.00012356667793755644,0.08128548490424621,9.828932462626762,856.2089717989076,5296.736001628063,0.42590817148598104,0.41614164464577735,121.87292988103283,7.716463111570151,12.486229436703837,1.5610530236006697,181.59577422165623,0.49860053954519834,0.9952066769322162,1.143924697202759,7.479008093177975,1.9159818469457703,0.8322832892915547,11.038766168785767,5.3852560402054594,414.3491840397602,0.49860053954519834,0.10494697835588225,4.977279696073034,0.5482327286297715,3.310655290805571,0.029942626777739557,0.4568573187939548,1458.9890846368326,0.9972010790903967,0.7370477468627733,90.65942846001157,4.360878345222389,8868.575589678632,9.630000066525694,1.0,40.03073225098281,0.7487725420169831,8.54833715552866,648.3159377485811,15.062576944820723,0.36631635679509594,0.7671667687528552,3679.862872171679,0.5140576023742033,27.384306757762126,0.7798112438486902,156.97620016151774,1.0042279180794944,0.16163733048075146,34.21494593173228,0.9952066769322162,1.3273339697335238,65.68404347424541,49.22965659163151,11.759340928273215,33.39634333426746,6.527935511885851,1.0,26.275138475473643,0.2822273329748175,962.130667877196,0.012899189048469574,0.007278110112910901,7.04038341484343,3.189196264993078,0.6581986661453023,0.21742751290258375,90.48003549297434,1.9445421042262736,0.30968090599175485,0.5595972007671477,18.183459289457083,13.06982865218466,1545.583948960464,582.129430203115,19.577193010132888,0.3677321695150285,24.716574366952003,7.284265872678547,13.794700336352854,496.4594755170256,0.005882796322437877,353.01966085517296,4813.190078862898,9.24435130783693,5.984244679399025,5058.453101558936,0.20022279921462538,13.175109434702259,14.219975517896765,84.35125645316916,51.28738529424014,278.2459012330174,59.68949910200541,61.87743965816349,12291.934562706509,2.8658896297415537,0.00010210225997437561,2.6312086336464233,160.16030160919047,2504.2710699197128,39.139402791867035,5.481025181709756,125.54532245819951,2.477796647812181,127.31227948042755,12.733310586560936,1.096350289381657,0.7839566995566959,12.486229436703837,120.9048896391832,0.5356607005722531,1873.0976329148418,0.5849508412923121,0.14664543286801118,7.661623524377374,2.1769675478834114,2.4564264796793003,0.5719623486013796,372.0177426057271,681.6579370928922,14.213670677149437,51.28738529424014,0.11339923678569211,1.001352914839542,0.7708397139342118,61.607249972645825,0.003165206536734125,2.433982921521577,5147.142463909362
